item_number,district,location,disposition,signal_type,signal_description,occurred_date_time,charge_code,charge_description,offender_race,offender_gender,offender_age,offender_number,person_type,victim_race,victim_gender,victim_age,victim_number,victim_fatal_status,hate_crime,report_type,year,offenderid,offenderstatus,persontype,Signal Code
A-03377-21,7,070XX Martin Dr,OPEN,64J,ARMED CARJACKING,2021-01-03 18:30:00,14 64.2,CARJACKING,BLACK,MALE,16.0,1.0,,BLACK,FEMALE,77.0,1.0,Non-fatal,,Supplemental Report,2021,678493.0,ARRESTED,VICTIM,64J
D-19028-21,7,074XX Bullard Av,OPEN,67A,AUTO THEFT,2021-04-14 18:07:00,14 (24) 67,PRINCIPAL TO THEFT,BLACK,MALE,17.0,1.0,,BLACK,MALE,34.0,1.0,Non-fatal,,Supplemental Report,2021,700853.0,,VICTIM,67A
H-03975-21,8,005XX Esplanade Av,OPEN,103,DISTURBANCE,2021-08-04 09:10:00,54 403,DISTURBING THE PEACE,BLACK,MALE,,1.0,,WHITE,FEMALE,42.0,1.0,Non-fatal,,Incident Report,2021,700878.0,,VICTIM,66
A-07397-21,8,007XX Canal St,OPEN,103F,DISTURBANCE (FIGHT),2021-01-06 18:30:00,,,,,,,,WHITE,MALE,64.0,1.0,Non-fatal,,Incident Report,2021,,,VICTIM,103F
A-07397-21,8,007XX Canal St,OPEN,103F,DISTURBANCE (FIGHT),2021-01-06 18:30:00,,,,,,,,BLACK,MALE,20.0,2.0,Non-fatal,,Incident Report,2021,,,INTERVIEW,103F
A-06476-21,5,044XX N Robertson St,OPEN,67A,AUTO THEFT,2021-01-06 23:56:00,14 67.26,THEFT OF A MOTOR VEHICLE,BLACK,MALE,,1.0,,BLACK,MALE,47.0,1.0,Non-fatal,,Supplemental Report,2021,661671.0,,VICTIM,67A
A-07625-21,5,033XX Marais St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2021-01-06 22:50:00,14 62,SIMPLE BURGLARY,BLACK,MALE,,1.0,,WHITE,FEMALE,24.0,1.0,Non-fatal,,Incident Report,2021,661677.0,,VICTIM,62C
A-07625-21,5,033XX Marais St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2021-01-06 22:50:00,14 67.11,CREDIT CARD FRAUD ,BLACK,MALE,,1.0,,WHITE,FEMALE,24.0,1.0,Non-fatal,,Incident Report,2021,661677.0,,VICTIM,62C
A-07679-21,8,Canal St & Bourbon St,OPEN,67F,THEFT BY FRAUD,2021-01-06 23:50:00,14 67,THEFT,BLACK,MALE,,1.0,,WHITE,MALE,22.0,1.0,Non-fatal,,Incident Report,2021,661681.0,,VICTIM,67-A
J-31458-21,4,035XX Vespasian Bd #106,OPEN,67,THEFT,2021-10-26 07:55:00,54 186,THEFT,BLACK,MALE,,1.0,,BLACK,FEMALE,48.0,1.0,Non-fatal,,Incident Report,2021,714532.0,,VICTIM,67
J-31458-21,4,035XX Vespasian Bd #106,OPEN,67,THEFT,2021-10-26 07:55:00,54 153,CRIMINAL TRESPASS,BLACK,MALE,,1.0,,BLACK,FEMALE,48.0,1.0,Non-fatal,,Incident Report,2021,714532.0,,VICTIM,67
J-31458-21,4,035XX Vespasian Bd #106,OPEN,67,THEFT,2021-10-26 07:55:00,,,BLACK,MALE,,1.0,,BLACK,MALE,49.0,2.0,Non-fatal,,Incident Report,2021,714532.0,,INTERVIEW,67
J-31458-21,4,035XX Vespasian Bd #106,OPEN,67,THEFT,2021-10-26 07:55:00,54 186,THEFT,BLACK,FEMALE,,2.0,,BLACK,FEMALE,48.0,1.0,Non-fatal,,Incident Report,2021,714533.0,,VICTIM,67
J-31458-21,4,035XX Vespasian Bd #106,OPEN,67,THEFT,2021-10-26 07:55:00,54 153,CRIMINAL TRESPASS,BLACK,FEMALE,,2.0,,BLACK,FEMALE,48.0,1.0,Non-fatal,,Incident Report,2021,714533.0,,VICTIM,67
J-31458-21,4,035XX Vespasian Bd #106,OPEN,67,THEFT,2021-10-26 07:55:00,,,BLACK,FEMALE,,2.0,,BLACK,MALE,49.0,2.0,Non-fatal,,Incident Report,2021,714533.0,,INTERVIEW,67
J-31458-21,4,035XX Vespasian Bd #106,OPEN,67,THEFT,2021-10-26 07:55:00,54 153,CRIMINAL TRESPASS,BLACK,FEMALE,,3.0,,BLACK,FEMALE,48.0,1.0,Non-fatal,,Incident Report,2021,714534.0,,VICTIM,67
J-31458-21,4,035XX Vespasian Bd #106,OPEN,67,THEFT,2021-10-26 07:55:00,,,BLACK,FEMALE,,3.0,,BLACK,MALE,49.0,2.0,Non-fatal,,Incident Report,2021,714534.0,,INTERVIEW,67
J-31458-21,4,035XX Vespasian Bd #106,OPEN,67,THEFT,2021-10-26 07:55:00,54 153,CRIMINAL TRESPASS,BLACK,MALE,,4.0,,BLACK,FEMALE,48.0,1.0,Non-fatal,,Incident Report,2021,714535.0,,VICTIM,67
J-31458-21,4,035XX Vespasian Bd #106,OPEN,67,THEFT,2021-10-26 07:55:00,,,BLACK,MALE,,4.0,,BLACK,MALE,49.0,2.0,Non-fatal,,Incident Report,2021,714535.0,,INTERVIEW,67
J-31567-21,5,041XX N Rampart St,OPEN,64G,ARMED ROBBERY (GUN),2021-10-26 09:44:00,14 64,ARMED ROBBERY,BLACK,MALE,,1.0,,ASIAN,MALE,33.0,1.0,Non-fatal,,Incident Report,2021,714552.0,,VICTIM,64J
J-31567-21,5,041XX N Rampart St,OPEN,64G,ARMED ROBBERY (GUN),2021-10-26 09:44:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,1.0,,ASIAN,MALE,33.0,1.0,Non-fatal,,Incident Report,2021,714552.0,,VICTIM,64J
J-31567-21,5,041XX N Rampart St,OPEN,64G,ARMED ROBBERY (GUN),2021-10-26 09:44:00,14 67.26,THEFT OF A MOTOR VEHICLE,BLACK,MALE,,1.0,,ASIAN,MALE,33.0,1.0,Non-fatal,,Incident Report,2021,714552.0,,VICTIM,64J
J-31567-21,5,041XX N Rampart St,OPEN,64G,ARMED ROBBERY (GUN),2021-10-26 09:44:00,14 67.15,THEFT OF A FIREARM,BLACK,MALE,,1.0,,ASIAN,MALE,33.0,1.0,Non-fatal,,Incident Report,2021,714552.0,,VICTIM,64J
J-33630-21,8,001XX Royal St,CLOSED,35,SIMPLE BATTERY,2021-10-27 23:39:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,59.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2021,714901.0,ARRESTED,VICTIM,35
J-33888-21,7,070XX Crowder Bd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2021-10-28 00:01:00,14 62,SIMPLE BURGLARY,UNKNOWN,UNKNOWN,,1.0,,BLACK,FEMALE,53.0,1.0,Non-fatal,,Incident Report,2021,714914.0,,VICTIM,62C
J-33888-21,7,070XX Crowder Bd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2021-10-28 00:01:00,14 62,SIMPLE BURGLARY,UNKNOWN,UNKNOWN,,1.0,,BLACK,FEMALE,53.0,1.0,Non-fatal,,Incident Report,2021,714914.0,,VICTIM,62C
J-33888-21,7,070XX Crowder Bd,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2021-10-28 00:01:00,14 62,SIMPLE BURGLARY,UNKNOWN,UNKNOWN,,1.0,,BLACK,FEMALE,53.0,1.0,Non-fatal,,Incident Report,2021,714914.0,,VICTIM,62c
J-34559-21,6,Simon Bolivar Av & Erato St,CLOSED,34C,AGGRAVATED BATTERY (CUTTING),2021-10-28 16:04:00,14 34,AGG. BATTERY,BLACK,MALE,63.0,1.0,,BLACK,MALE,57.0,1.0,Non-fatal,,Supplemental Report,2021,714919.0,ARRESTED,VICTIM,34C
J-38159-21,8,009XX Canal St,CLOSED,64G,ARMED ROBBERY (GUN),2021-10-31 12:34:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,17.0,1.0,,BLACK,MALE,49.0,1.0,Non-fatal,,Supplemental Report,2021,715302.0,ARRESTED,VICTIM,64G
J-38159-21,8,009XX Canal St,CLOSED,64G,ARMED ROBBERY (GUN),2021-10-31 12:34:00,14 95.8,POSSESSION OF FIREARM BY JUVENILE,BLACK,MALE,17.0,1.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,715302.0,ARRESTED,VICTIM,64G
J-38159-21,8,009XX Canal St,CLOSED,64G,ARMED ROBBERY (GUN),2021-10-31 12:34:00,,,BLACK,MALE,17.0,1.0,,BLACK,FEMALE,35.0,3.0,Non-fatal,,Supplemental Report,2021,715302.0,ARRESTED,INTERVIEW,64G
J-38673-21,6,021XX Saint Charles Av,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2021-10-31 22:41:00,14 34.7,AGG. SECOND DEGREE BATTERY,BLACK,MALE,,1.0,,WHITE,FEMALE,48.0,1.0,Non-fatal,,Incident Report,2021,715308.0,,VICTIM,34S
J-38673-21,6,021XX Saint Charles Av,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2021-10-31 22:41:00,,,BLACK,MALE,,1.0,,WHITE,FEMALE,51.0,2.0,Non-fatal,,Incident Report,2021,715308.0,,INTERVIEW,34S
J-38673-21,6,021XX Saint Charles Av,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2021-10-31 22:41:00,,,BLACK,MALE,,1.0,,WHITE,MALE,68.0,3.0,Non-fatal,,Incident Report,2021,715308.0,,INTERVIEW,34S
K-00033-21,6,033XX S Saratoga St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2021-11-01 00:46:00,14 34,AGG. BATTERY,UNKNOWN,UNKNOWN,,1.0,,BLACK,MALE,44.0,1.0,Non-fatal,,Incident Report,2021,715315.0,,VICTIM,30S
K-00077-21,3,Saint Bernard Av & Saint Denis,OPEN,21,MISCELLANEOUS INCIDENT,2021-11-01 01:55:00,,,,,,,,,,,,Non-fatal,,Incident Report,2021,,,,24
H-22086-21,1,027XX Canal St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2021-08-18 16:28:00,,,,,,,,BLACK,MALE,17.0,1.0,Non-fatal,,Supplemental Report,2021,,,VICTIM,34S
H-22086-21,1,027XX Canal St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2021-08-18 16:28:00,,,,,,,,BLACK,MALE,18.0,2.0,Non-fatal,,Supplemental Report,2021,,,INTERVIEW,34S
K-00256-21,2,035XX Monroe St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2021-11-01 06:00:00,14 34,AGG. BATTERY,BLACK,MALE,,1.0,,BLACK,MALE,41.0,1.0,Non-fatal,,Incident Report,2021,715364.0,,VICTIM,34S
K-00256-21,2,035XX Monroe St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2021-11-01 06:00:00,,,BLACK,MALE,,1.0,,BLACK,FEMALE,37.0,2.0,Non-fatal,,Incident Report,2021,715364.0,,INTERVIEW,34S
K-00256-21,2,035XX Monroe St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2021-11-01 06:00:00,,,BLACK,MALE,,1.0,,BLACK,FEMALE,28.0,3.0,Non-fatal,,Incident Report,2021,715364.0,,INTERVIEW,34S
K-03865-21,7,076XX Alabama St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2021-11-03 22:11:00,14 34,AGG. BATTERY,BLACK,MALE,,1.0,,BLACK,MALE,23.0,1.0,Non-fatal,,Incident Report,2021,715733.0,,VICTIM,34 S
K-03865-21,7,076XX Alabama St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2021-11-03 22:11:00,14 34,AGG. BATTERY,BLACK,MALE,,2.0,,BLACK,MALE,23.0,1.0,Non-fatal,,Incident Report,2021,715734.0,,VICTIM,34 S
K-03865-21,7,076XX Alabama St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2021-11-03 22:11:00,14 34,AGG. BATTERY,BLACK,MALE,,3.0,,BLACK,MALE,23.0,1.0,Non-fatal,,Incident Report,2021,715735.0,,VICTIM,34 S
K-04141-21,1,019XX Saint Ann St,OPEN,37,AGGRAVATED ASSAULT,2021-11-04 05:50:00,14 37,AGG. ASSAULT,BLACK,MALE,,1.0,,BLACK,MALE,26.0,1.0,Non-fatal,,Incident Report,2021,715862.0,,VICTIM,94
D-14516-21,7,Forum Dr & Duane St,CLOSED,30S,HOMICIDE (SHOOTING),2021-04-11 11:29:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,18.0,1.0,,,,,1.0,Fatal,,Supplemental Report,2021,715748.0,ARRESTED,VICTIM,30S
D-14516-21,7,Forum Dr & Duane St,CLOSED,30S,HOMICIDE (SHOOTING),2021-04-11 11:29:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,18.0,1.0,,,,,1.0,Fatal,,Supplemental Report,2021,715748.0,ARRESTED,VICTIM,30S
D-14516-21,7,Forum Dr & Duane St,CLOSED,30S,HOMICIDE (SHOOTING),2021-04-11 11:29:00,14 (27) 30.1,ATTEMPT - SECOND DEGREEMURDER,BLACK,MALE,18.0,1.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,715748.0,ARRESTED,VICTIM,30S
D-14516-21,7,Forum Dr & Duane St,CLOSED,30S,HOMICIDE (SHOOTING),2021-04-11 11:29:00,14 (27) 30.1,ATTEMPT - SECOND DEGREEMURDER,BLACK,MALE,18.0,1.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,715748.0,ARRESTED,VICTIM,30S
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,14 37,AGG. ASSAULT,BLACK,MALE,,1.0,,BLACK,FEMALE,18.0,1.0,Non-fatal,,Incident Report,2021,715779.0,,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,MALE,,1.0,,BLACK,FEMALE,27.0,2.0,Non-fatal,,Incident Report,2021,715779.0,,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,MALE,,1.0,,BLACK,FEMALE,45.0,3.0,Non-fatal,,Incident Report,2021,715779.0,,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,MALE,,1.0,,BLACK,FEMALE,23.0,4.0,Non-fatal,,Incident Report,2021,715779.0,,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,MALE,,2.0,,BLACK,FEMALE,18.0,1.0,Non-fatal,,Incident Report,2021,715780.0,,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,14 37,AGG. ASSAULT,BLACK,MALE,,2.0,,BLACK,FEMALE,27.0,2.0,Non-fatal,,Incident Report,2021,715780.0,,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,MALE,,2.0,,BLACK,FEMALE,45.0,3.0,Non-fatal,,Incident Report,2021,715780.0,,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,MALE,,2.0,,BLACK,FEMALE,23.0,4.0,Non-fatal,,Incident Report,2021,715780.0,,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,FEMALE,18.0,3.0,,BLACK,FEMALE,18.0,1.0,Non-fatal,,Incident Report,2021,715782.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,FEMALE,18.0,3.0,,BLACK,FEMALE,27.0,2.0,Non-fatal,,Incident Report,2021,715782.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,FEMALE,18.0,3.0,,BLACK,FEMALE,45.0,3.0,Non-fatal,,Incident Report,2021,715782.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,54 403,DISTURBING THE PEACE,BLACK,FEMALE,18.0,3.0,,BLACK,FEMALE,23.0,4.0,Non-fatal,,Incident Report,2021,715782.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,FEMALE,27.0,4.0,,BLACK,FEMALE,18.0,1.0,Non-fatal,,Incident Report,2021,715783.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,FEMALE,27.0,4.0,,BLACK,FEMALE,27.0,2.0,Non-fatal,,Incident Report,2021,715783.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,54 403,DISTURBING THE PEACE,BLACK,FEMALE,27.0,4.0,,BLACK,FEMALE,45.0,3.0,Non-fatal,,Incident Report,2021,715783.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,FEMALE,27.0,4.0,,BLACK,FEMALE,23.0,4.0,Non-fatal,,Incident Report,2021,715783.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,FEMALE,45.0,5.0,,BLACK,FEMALE,18.0,1.0,Non-fatal,,Incident Report,2021,715784.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,54 403,DISTURBING THE PEACE,BLACK,FEMALE,45.0,5.0,,BLACK,FEMALE,27.0,2.0,Non-fatal,,Incident Report,2021,715784.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,FEMALE,45.0,5.0,,BLACK,FEMALE,45.0,3.0,Non-fatal,,Incident Report,2021,715784.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,FEMALE,45.0,5.0,,BLACK,FEMALE,23.0,4.0,Non-fatal,,Incident Report,2021,715784.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,54 403,DISTURBING THE PEACE,BLACK,FEMALE,23.0,6.0,,BLACK,FEMALE,18.0,1.0,Non-fatal,,Incident Report,2021,715785.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,FEMALE,23.0,6.0,,BLACK,FEMALE,27.0,2.0,Non-fatal,,Incident Report,2021,715785.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,FEMALE,23.0,6.0,,BLACK,FEMALE,45.0,3.0,Non-fatal,,Incident Report,2021,715785.0,ARRESTED,VICTIM,103
K-03096-21,7,100XX Hayne Bd,OPEN,37,AGGRAVATED ASSAULT,2021-11-03 10:30:00,,,BLACK,FEMALE,23.0,6.0,,BLACK,FEMALE,23.0,4.0,Non-fatal,,Incident Report,2021,715785.0,ARRESTED,VICTIM,103
G-00144-21,8,Mcshane Pl & Saint Anthony St,OPEN,64G,ARMED ROBBERY (GUN),2021-07-01 03:15:00,14 64,ARMED ROBBERY,BLACK,MALE,,1.0,,BLACK,MALE,38.0,1.0,Non-fatal,,Incident Report,2021,692900.0,,VICTIM,64G
G-00144-21,8,Mcshane Pl & Saint Anthony St,OPEN,64G,ARMED ROBBERY (GUN),2021-07-01 03:15:00,14 64,ARMED ROBBERY,BLACK,MALE,,2.0,,BLACK,MALE,38.0,1.0,Non-fatal,,Incident Report,2021,692901.0,,VICTIM,64G
G-00535-21,6,Martin Luther King Jr Bd & S Claiborne Av,OPEN,94,ILLEGAL USE OF WEAPONS,2021-07-01 10:57:00,14 94,ILLEGAL USE OF WEAPONS,BLACK,MALE,,1.0,,,,,1.0,Non-fatal,,Incident Report,2021,693127.0,,VICTIM,94
G-00535-21,6,Martin Luther King Jr Bd & S Claiborne Av,OPEN,94,ILLEGAL USE OF WEAPONS,2021-07-01 10:57:00,14 94,ILLEGAL USE OF WEAPONS,UNKNOWN,UNKNOWN,,2.0,,,,,1.0,Non-fatal,,Incident Report,2021,693128.0,,VICTIM,94
G-00517-21,8,002XX Camp St,OPEN,64J,ARMED CARJACKING,2021-07-01 10:45:00,14 64.2,CARJACKING,BLACK,MALE,,1.0,,WHITE,MALE,46.0,1.0,Non-fatal,,Incident Report,2021,692998.0,,VICTIM,67A
G-00517-21,8,002XX Camp St,OPEN,64J,ARMED CARJACKING,2021-07-01 10:45:00,14 64.2,CARJACKING,UNKNOWN,UNKNOWN,,2.0,,WHITE,MALE,46.0,1.0,Non-fatal,,Incident Report,2021,692999.0,,VICTIM,67A
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,14 37,AGG. ASSAULT,BLACK,MALE,,5.0,,BLACK,MALE,35.0,1.0,Non-fatal,,Supplemental Report,2021,694308.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,14 37,AGG. ASSAULT,BLACK,MALE,,5.0,,BLACK,MALE,35.0,1.0,Non-fatal,,Supplemental Report,2021,694308.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,,,BLACK,MALE,,5.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,694308.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,,,BLACK,MALE,,5.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,694308.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,23.0,1.0,,BLACK,MALE,35.0,1.0,Non-fatal,,Supplemental Report,2021,693009.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,23.0,1.0,,BLACK,MALE,35.0,1.0,Non-fatal,,Supplemental Report,2021,693009.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,14 94,ILLEGAL USE OF WEAPONS,BLACK,MALE,23.0,1.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,693009.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,14 94,ILLEGAL USE OF WEAPONS,BLACK,MALE,23.0,1.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,693009.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,14 37,AGG. ASSAULT,BLACK,MALE,,2.0,,BLACK,MALE,35.0,1.0,Non-fatal,,Supplemental Report,2021,694305.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,14 37,AGG. ASSAULT,BLACK,MALE,,2.0,,BLACK,MALE,35.0,1.0,Non-fatal,,Supplemental Report,2021,694305.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,,,BLACK,MALE,,2.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,694305.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,,,BLACK,MALE,,2.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,694305.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,14 37,AGG. ASSAULT,BLACK,MALE,,3.0,,BLACK,MALE,35.0,1.0,Non-fatal,,Supplemental Report,2021,694306.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,14 37,AGG. ASSAULT,BLACK,MALE,,3.0,,BLACK,MALE,35.0,1.0,Non-fatal,,Supplemental Report,2021,694306.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,,,BLACK,MALE,,3.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,694306.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,,,BLACK,MALE,,3.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,694306.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,14 37,AGG. ASSAULT,BLACK,MALE,,4.0,,BLACK,MALE,35.0,1.0,Non-fatal,,Supplemental Report,2021,694307.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,14 37,AGG. ASSAULT,BLACK,MALE,,4.0,,BLACK,MALE,35.0,1.0,Non-fatal,,Supplemental Report,2021,694307.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,,,BLACK,MALE,,4.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,694307.0,,VICTIM,37
F-00706-21,1,010XX N White St,OPEN,37,AGGRAVATED ASSAULT,2021-06-02 01:10:00,,,BLACK,MALE,,4.0,,,,,2.0,Non-fatal,,Supplemental Report,2021,694307.0,,VICTIM,37
C-03821-21,8,003XX Bourbon St,OPEN,35,SIMPLE BATTERY,2021-03-03 22:00:00,54 96,BATTERY,BLACK,MALE,,1.0,,BLACK,MALE,19.0,1.0,Non-fatal,,Incident Report,2021,670572.0,,VICTIM,35
C-04296-21,4,Sandra & Murl,OPEN,21,MISCELLANEOUS INCIDENT,2021-03-01 10:57:00,66 286,ILLEGAL DUMPING,BLACK,MALE,,1.0,,,,,1.0,Non-fatal,,Incident Report,2021,670605.0,,VICTIM,21ID
C-04296-21,4,Sandra & Murl,OPEN,21,MISCELLANEOUS INCIDENT,2021-03-01 10:57:00,66 286,ILLEGAL DUMPING,BLACK,MALE,,1.0,,,,,1.0,Non-fatal,,Incident Report,2021,670605.0,,VICTIM,21ID
B-30010-21,6,S Claiborne Av & 1st St,OPEN,95G,ILLEGAL CARRYING OF A GUN,2021-02-24 10:57:00,14 95,ILLEGAL CARRYING OF WEAPON,BLACK,MALE,51.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2021,670647.0,ARRESTED,VICTIM,21
B-30010-21,6,S Claiborne Av & 1st St,OPEN,95G,ILLEGAL CARRYING OF A GUN,2021-02-24 10:57:00,14 95,ILLEGAL CARRYING OF WEAPON,BLACK,MALE,51.0,1.0,,,,,1.0,Non-fatal,,Supplemental Report,2021,670647.0,ARRESTED,VICTIM,21
