item_number,Signal Code,rtcc_footage_requested
j-05807-21,20,yes
j-05727-21,37,yes
j-06147-21,20F,yes
j-06134-21,62B,yes
j-06258-21,21,yes
j-06606-21,20,yes
j-06102-21,62,yes
j-03692-21,30S,yes
j-06794-21,100,yes
j-06816-21,20,yes
i-32386-21,21,yes
i-35013-21,30S,yes
j-06794-21,20,yes
j-07306-21,62B,yes
j-07321-21,62B,yes
j-07326-21,67 A,yes
j-07479-21,20-I,yes
j-07475-21,20-i,yes
j-07500-21,20,yes
j-07504-21,20,yes
j-06102-21,62,yes
j-06480-21,62C,yes
j-07704-21,34S,yes
j-07901-21,18,yes
j-07952-21,20,yes
j-06102-21,62,yes
i-17826-21,100F,yes
j-07960-21,20,yes
j-06581-21,30S,yes
j-08043-21,20,yes
j-08313-21,30S,yes
j-08119-21,18,yes
j-08276-21,20,yes
i-29288-21,34 S,yes
j-08461-21,34S,yes
j-08402-21,30 S,yes
j-08707-21,107,yes
j-08848-21,103,yes
j-08313-21,30S,yes
j-08988-21,30S,yes
j-09088-21,20,yes
j-09072-21,34S,yes
j-09181-21,20I,yes
i-27026-21,20,yes
j-06581-21,30S,yes
j-09215-21,20,yes
j-09066-21,20,yes
j-09493-21,100,yes
j-09634-21,34S,yes
j-09574-21,20I,yes
j-09543-21,20C,yes
j-10101-21,20,yes
j-10065-21,55,yes
j-10351-21,20I,yes
j-10387-21,20,yes
j-10458-21,37,yes
j-10583-21,107,yes
j-10571-21,21,yes
j-09634-21,34S,yes
j-10835-21,64G,yes
j-10986-21,20,yes
j-11144-21,64G,yes
j-11453-21,20I,yes
j-11471-21,27-67a,yes
j-11543-21,20,yes
j-11695-21,20,yes
j-11749-21,64J,yes
j-11754-21,20,yes
j-11806-21,35,yes
j-11767-21,37,yes
j-11911-21,18,yes
j-11842-21,35D,yes
j-11978-21,67A,yes
j-10835-21,64G,yes
j-12615-21,20,yes
j-12410-21,64J,yes
j-12904-21,21,yes
j-08402-21,30S,yes
j-13107-21,20C,yes
", j-13184-21",35,yes
j-13297-21,95,yes
j-09634-21,34 S,yes
j-13512-21,103F,yes
j-13358-21,65g,yes
j-13532-21,18,yes
j-09634-21,34S,yes
j-13509-21,67 A,yes
j-13584-21,34S,yes
j-13631-21,35,yes
j-13811-21,20,yes
j-13584-21,64G,yes
j-10027-21,65P,yes
i-18598-21,94,yes
j-14101-21,20,yes
j-08036-21,21,yes
a-32385-21,966,yes
j-14526-21,21,yes
j-14619-21,20 I,yes
j-15039-21,18,yes
j-15102-21,20,yes
j-15152-21,20I,yes
j-15151-21,20,yes
j-10027-21,65P,yes
j--15187-21,20,yes
j-15293-21,21,yes
j-15409-21,20,yes
j-15396-21,67A,yes
j-14344-21,21R,yes
j-13584-21,64G,yes
j-15676-21,34s,yes
i-20919-21,30S,yes
j-09651-21,100F,yes
j-15676-21,34s,yes
j-15870-21,107,yes
j-15892-21,64,yes
j-15930-21,20,yes
j-04810-21,65,yes
j-15993-21,64J,yes
j-14998-21,65,yes
j-13358-21,64G,yes
j-09368-21,64-G,yes
j-15906-21,62A,yes
j-16224-21,18,yes
j-16248-21,20I,yes
j-08036-21,80,yes
j-16505-21,20I,yes
j-02186-21,67,yes
j-16640-21,20,yes
j-16552-21,20,yes
j-16642-21,20,yes
j-03562-21,20F,yes
j-15096-21,62B,yes
j-01655-21,21,yes
j-16961-21,20I,yes
j-08988-21,30S,yes
j-17047-21,20,yes
j-17173-21,103,yes
j-17295-21,94,yes
j-17168-21,911,yes
j-17194-21,20,yes
j-17525-21,TS,yes
j-17451-21,20X,yes
j-17439-21,21,yes
j-17493-21,103F,yes
j-17791-21,20,yes
j-17816-21,20,yes
j-17791-21,100I,yes
j-17985-21,20,yes
j-18040-21,35,yes
j-14015-21,67F,yes
j-15993-21,64J,yes
j-18153-21,20,yes
j-18296-21,955,yes
j-18608-21,20,yes
j-18643-21,35,yes
j-18670-21,20,yes
j-18889-21,107,yes
j-18886-21,62C,yes
j-19084-21,62R,yes
j-19186-21,20,yes
j-13886-21,67S,yes
j-19289-21,20-I,yes
j-10545-21,67,yes
j-19319-21,64J,yes
j-19597-21,20,yes
j-19605-21,20,yes
j-19649-21,18,yes
j-19868-21,20,yes
j-19906-21,34S,yes
j-19954-21,20I,yes
j-19977-21,20I,yes
j-20491-21,20,yes
j-20553-21,100,yes
j-20771-21,107,yes
j-20888-21,18,yes
j-14441-21,67,yes
j-20050-21,65,yes
j-10470-21,65P,yes
j-21190-21,103,yes
j-21376-21,62C,yes
j-10207-21,27-64G,yes
j-01655-21,21,yes
j-01655-21,21,yes
j-21219-21,52,yes
j-21855-21,20,yes
j-21855-21,20,yes
j-18931-21,64G,yes
j-21991-21,103F,yes
j-21922-21,20,yes
j-22506-21,20,yes
j-22524-21,20,yes
j-22577-21,20,yes
j-22780-21,20,yes
j-22109-21,94,yes
j-20546-21,64G,yes
j-10470-21,65P,yes
j-22997-21,100,yes
j-21148-21,94,yes
j-20368-21,67A,yes
j-23891-21,20,yes
j-23859-21,20,yes
j-24007-21,55,yes
j-20101-21,34S,yes
j-23464-21,34S,yes
j-24338-21,20I,yes
j-24295-21,20I,yes
j-24389-21,20I,yes
j-24438-21,20,yes
j-22046-21,100,yes
j-24438-21,20,yes
j-24581-21,45,yes
j-24659-21,103F,yes
j-24574-21,30 S,yes
j-24721-21,20,yes
j-24955-21,18,yes
j-24581-21,67 A,yes
j-24927-21,64G,yes
j-25086-21,18,yes
j-22179-21300,62C,yes
j-25276-21,21,yes
j-24809-21,64J,yes
j-24809-21,64J,yes
j-24574-21,30S,yes
j-26154-21,20,yes
j-26004-21,37,yes
j-26028-21,18,yes
j-24574-21,21,yes
j-09651-21,100F,yes
j-26673-21,20I,yes
j-26721-21,20,yes
i-30051-21,100I,yes
j-26667-21,65,yes
j-27055-21,20,yes
j-27096-21,37,yes
j-27055-21,20,yes
j-27306-21,20,yes
j-27547-21,20,yes
j-27592-21,65,yes
j-27744-21,34S,yes
j-27734-21,18,yes
j-27901-21,20,yes
j-27985-21,103D,yes
j--28137-21,20,yes
j-28141-21,100,yes
j-28178-21,20,yes
j-28158-21,94,yes
j-28284-21,20I,yes
j-28305-21,20,yes
j-28061-21,67,yes
j-28330-21,20,yes
j-28007-21,20,yes
j-28504-21,j-28504-21,yes
j-28504-21,34,yes
j-28679-21,67A,yes
j-28815-21,103F,yes
j-28890-21,99,yes
j-28875-21,21,yes
j-29179-21,20I,yes
j-29211-21,20,yes
j-15676-21,30S,yes
j-29366-21,66,yes
j-29450-21,20,yes
j-29479-21,20,yes
j-29315-21,20I,yes
j-29582-21,103,yes
j-23464-21,34S,yes
j-29774-21,94,yes
j-29776-21,35D,yes
j-29534-21,20I,yes
j-29657-21,20,yes
j-29723-21,20I,yes
j-29754-21,21,yes
j-29737-21,20,yes
j-23752-21,34,yes
j-30029-21,100-I,yes
j-10207-21,27-64G,yes
j-29474-21,62C,yes
j-30546-21,20,yes
j-30470-21,20,yes
j-24626-21,30S,yes
j-30689-21,20,yes
j-30608-21,64G,yes
j-24944-21,55,yes
j-30763-21,20 I,yes
j-30749-21,20,yes
j-30807-21,37D,yes
j-28082-21,62 C,yes
j-30689-21,20,yes
j-23464-21,34 S,yes
j-30892-21,67A,yes
j-23752-21,34,yes
j-27186-21,100,yes
j-31458-21,67,yes
j-27186-21,100,yes
j-31567-21,64J,yes
j-30892-21,67A,yes
j-31545-21,20-I,yes
j-28061-21,67,yes
j-31598-21,34C,yes
j-31628-21,30S,yes
j-27396-21,62C,yes
e-34938-21,21,yes
j-30608-21,21,yes
j-31598-21,34C,yes
j-31961-21,100I,yes
j-31910-21,100I,yes
j-30962-21,21,yes
j-10470-21,65P,yes
j-23966-21,65,yes
j-30962-21,21,yes
j-32209-21,34S,yes
j-32358-21,24,yes
j-32177-21,20 I,yes
j-32272-21,20 I,yes
j-32341-21,34S,yes
j-32539-21,18,yes
j-32486-21,100,yes
j-32617-21,24,yes
j-32628-21,18,yes
j-32766-21,20,yes
j-21096-21,34S,yes
j-30797-21,30,yes
j-29400-21,67A,yes
j-33221-21,64G,yes
j-32238-21,34S,yes
j-33387-21,34S,yes
j-31716-21,37,yes
j-33569-21,64J,yes
j-33464-21,20,yes
j-33630-21,35,yes
j-33658-21,21,yes
j-33793-21,24,yes
j-33817-21,103-F,yes
j-33658-21,21,yes
j-33888-21,62C,yes
j-34018-21,20,yes
j-33987-21,20,yes
j-10207-21,27-64G,yes
j-22541-21,100,yes
j-34121-21,20I,yes
j-34199-21,20I,yes
j-34238-21,100I,yes
j-34308-21,20,yes
j-34374-21,100I,yes
j-34406-21,20,yes
j-34436-21,20I,yes
j-34418-21,103M,yes
j-34329-21,95G,yes
j-34559-21,34C,yes
j-17524-21,65,yes
j-34861-21,35,yes
j-34842-21,94,yes
j-34796-21,20,yes
j-34887-21,107,yes
j-30916-21,67A,yes
j-35120-21,35,yes
j-35322-21,35,yes
j-33694-21,34S,yes
j-35729-21,20I,yes
j-35799-21,20I,yes
i-35056-21,65,yes
j-23464-21,34S,yes
j-36028-21,20,yes
j-01401-21,43MB,yes
j-36284-21,18,yes
j-23966-21,65,yes
j-36449-21,62C,yes
j-36561-21,20 I,yes
j-36675-21,20,yes
j-36968-21,100I,yes
j-36868-21,30S,yes
j-36469-21,34S,yes
j-36935-21,20,yes
j-37183-21,20,yes
j-36907-21,20I,yes
j-36868-21,30S,yes
j-36968-21,100I,yes
j-37321-21,18,yes
j-37327-21,20,yes
j-37400-21,94,yes
j-37449-21,20,yes
j-37435-21,100,yes
j-23752-21,34,yes
j-37594-21,24,yes
j-37764-21,52F,yes
j-37183-21,20,yes
j-37421-21,34S,yes
j-37951-21,100I,yes
j-38071-21,64G,yes
j-38099-21,94,yes
j-33888-21,62C,yes
j-38159-21,64G,yes
j-38210-21,20I,yes
j-18181-21,64G,yes
j-38319-21,107,yes
j-30307-21,67A,yes
j-06361-21,24,yes
j-38435-21,37,yes
j-38540-21,20 I,yes
j-38573-21,20 I,yes
j-38660-21,20,yes
j-38658-21,100,yes
j-38673-21,34S,yes
k-00104-21,103F,yes
k-00077-21,24,yes
k-00290-21,94,yes
k-00256-21,34S,yes
k-00472-21,20,yes
j-38071-21,64J,yes
k-00700-21,20,yes
j-35469-21,34s,yes
j-33888-21,62c,yes
j-37557-21,64G,yes
k-00902-21,20,yes
k-00908-21,94,yes
k-00950-21,20,yes
k-00219-21,34-S,yes
k-00908-21,94,yes
k-01137-21,20,yes
k-01345-21,103,yes
k-01494-21,21,yes
k-0451-21,34S,yes
k-00909-21,67A,yes
e-34938-21,21,yes
k-02132-21,20,yes
j-37421-21,34S,yes
k-02231-21,103F,yes
k-01373-21,62B,yes
j-36868-21,30S,yes
j-38435-21,37,yes
k-02551-21,100,yes
k-02334-21,94,yes
k-02445-21,34S,yes
j-36352-21,65,yes
k-03051-21,67,yes
j-36352-21,65,yes
k-03082-21,20,yes
k-03319-21,20,yes
k-03096-21,103,yes
k-03323-21,20,yes
j-09634-21,103,yes
k-03506-21,20,yes
k-03783-21,20,yes
k-03809-21,21,yes
k-03865-21,34 S,yes
k-02575-21,64,yes
k-03958-21,34,yes
k-04081-21,18,yes
k-04141-21,94,yes
j-30029-21,100F,yes
k-04551-21,100,yes
k-04625-21,20,yes
k-04672-21,20,yes
k-04725-21,103F,yes
k-04874-21,20I,yes
j-09651-21,100 F,yes
k-05570-21,20,yes
k-05578-21,20,yes
k-05929-21,20I,yes
k-06005-21,20,yes
k-06415-21,20I,yes
k-06435-21,100,yes
k-06153-21,34S,yes
k-06435-21,100,yes
k-07022-21,20,yes
k-04154-21,30C,yes
k-07192-21,20,yes
k-07231-21,20,yes
k-07201-21,20,yes
k-07351-21,20X,yes
k-07612-21,107,yes
k-07380-21,45,yes
k-07833-21,34,yes
k-07671-21,107,yes
k-07690-21,108,yes
k-07406-21,100I,yes
k-08060-21,100I,yes
k-08377-21,34S,yes
k-08401-21,100I,yes
k-08837-21,20I,yes
k-09288-21,35D,yes
k-09401-21,20I,yes
k-09432-21,18,yes
k-07690-21,108,yes
k-09404-21,37,yes
j-27811-21,100I,yes
j-34114-21,65,yes
k-08632-21,67A,yes
k-08356-21,30S,yes
j-24574-21,30S,yes
k-09642-21,20,yes
k-09644-21,21,yes
k-09653-21,64J,yes
k-09950-21,18,yes
k-09974-21,103,yes
k-10032-21,18,yes
k-09948-21,107,yes
k-10055-21,18,yes
k-10177-21,18,yes
k-10295-21,20,yes
k-10295-21,20,yes
k-10396-21,20,yes
k-10462-21,20,yes
k-10385-21,20,yes
k-10572-21,20,yes
k-10739-21,34S,yes
j-27811-21,100I,yes
k-10907-21,34S,yes
k-10699-21,35D,yes
k-01759-21,67A,yes
k-11240-21,34S,yes
k-11495-21,100 I,yes
k-11390-21,100I,yes
k-11552-21,20 I,yes
k-11611-21,18,yes
k-11661-21,103F,yes
k-11863-21,20,yes
j-13406-21,100I,yes
k-12114-21,20,yes
k-12123-21,20,yes
k-11813-21,67,yes
j-28331-21,67A,yes
k-10807-21,67AR,yes
k-19931-21,100,yes
k-12471-21,20,yes
k-12501-21,24,yes
k-12348-21,37,yes
k-12787-21,79,yes
k-12840-21,94,yes
k-12999-21,20,yes
j-18181-21,64G,yes
k-13292-21,100,yes
k-11995-21,62R,yes
k-12828-21,60,yes
k-13497-21,20,yes
k-13525-21,34S,yes
k-13759-21,18,yes
k-13707-21,55,yes
k-13663-21,20,yes
k-14398-21,20-I,yes
k-14319-21,20,yes
k-13589-21,37,yes
k-14412-21,37,yes
k-14652-21,103F,yes
k-14747-21,20,yes
k-14849-21,21,yes
k-14878-21,64G,yes
k-13523-21,34S,yes
k-14878-21,64 G,yes
k-15156-21,34 S,yes
k-15401-21,18,yes
k-15206-21,67 F,yes
k-15488-21,94,yes
k-13589-21,30S,yes
k-15572-21,100,yes
k-14849-21,21,yes
k-16038-21,20I,yes
k-16021-21,100,yes
k-15889-21,34S,yes
k-14849-21,21,yes
k-16110-21,20,yes
k-12977-21,65P,yes
k-16297-21,20,yes
k-16298-21,20,yes
k-16255-21,20,yes
k-16374-21,103F,yes
k-16438-21,20I,yes
k-16462-21,42,yes
k-16417-21,20,yes
k-16995-21,100I,yes
k-14849-21,21,yes
k-13589-21,30S,yes
k-16406-21,95G,yes
j-07704-21,34S,yes
k-17120-21,20-I,yes
k-14849-21,21,yes
k-17276-21,18,yes
k-17328-21,18,yes
k-17260-21,67A,yes
k-17405-21,107,yes
k-13996-21,100,yes
k-17602-21,37,yes
k-17732-21,18,yes
k-17827-21,20,yes
k-17854-21,20,yes
k-17844-21,20I,yes
k-17954-21,20I,yes
k-13083-21,37,yes
k-18171-21,64G,yes
k-18383-21,103M,yes
k-18346-21,21P,yes
k-18430-21,67A,yes
k-18614-21,64J,yes
k-18743-21,64G,yes
k-19000-21,20,yes
k-19013-21,20I,yes
k-19090-21,20,yes
k-19207-21,20,yes
k-19310-21,37,yes
k-19270-21,100,yes
k-19158-21,21,yes
k-19254-21,21,yes
k-16119-21,67F,yes
k-15889-21,34S,yes
k-19629-21,107,yes
k-19884-21,65P,yes
k-19871-21,21,yes
k-19778-21,65,yes
k-19629-21,107,yes
k-19966-21,34S,yes
k-19865-21,34S,yes
k-19884-21,65P,yes
k-20089-21,20I,yes
k-20492-21,103,yes
k-19254-21,21,yes
k-20597-21,20-I,yes
k-08652-21,67A,yes
k-13589-21,30S,yes
e-34938-21,21,yes
k-17188-21,65,yes
k-14167-21,62B,yes
k-12977-21,65P,yes
k-11548-21,62B,yes
k-20894-21,20I,yes
k-20979-21,20I,yes
k-20983-21,20,yes
k-21228-21,20,yes
k-21221-21,37,yes
k-17581-21,34,yes
k-21094-21,30S,yes
k-21353-21,20I,yes
k-21284-21,34,yes
k-21569-21,20I,yes
k-21728-21,20,yes
k-19158-21,21,yes
k-21199-21,94,yes
k-00033-21,30S,yes
k-22010-21,65,yes
k-20200-21,35,yes
k-22208-21,34S,yes
k-22218-21,35,yes
k-22264-21,20,yes
k-22639-21,94,yes
k-22619-21,20I,yes
k-22716-21,107,yes
k-22608-21,64J,yes
k-23102-21,20,yes
k-23170-21,20,yes
k-17517-21,37,yes
k-23568-21,20,yes
k-23561-21,20,yes
k-23593-21,58R,yes
k-23568-21,20,yes
k-12840-21,34S,yes
k-24042-21,34S,yes
k-23988-21,20I,yes
k-24010-21,30S,yes
k-17581-21,34,yes
k-23926-21,34S,yes
k-24289-21,62B,yes
k-24502-21,20,yes
k-24482-21,68,yes
k-24467-21,27-64J,yes
k-24540-21,20,yes
k-24621-21,20,yes
k-24571-21,100,yes
k-24673-21,20,yes
k-24706-21,20,yes
k-24787-21,20,yes
k-24908-21,20I,yes
k-24895-21,20I,yes
k-24878-21,100,yes
k-24936-21,20C,yes
k-25040-21,64J,yes
k-25060-21,65J,yes
k-25218-21,20I,yes
k-25925-21,20I,yes
k-25309-21,20i,yes
k-25501-21,35,yes
k-25578-21,100,yes
k-25586-21,100,yes
k-25642-21,62c,yes
k-25580-21,34D,yes
k-25650-21,20I,yes
k-25698-21,100,yes
k-25495-21,34,yes
k-25784-21,95G,yes
k-25946-21,21,yes
k-25911-21,94,yes
k-25792-21,64G,yes
k-25919-21,20I,yes
k-35938-21,95G,yes
k-25942-21,95G,yes
k-25911-21,94,yes
kl-26118-21,34S,yes
k-24623-21,64,yes
k-26082-21,35,yes
k-26125-21,34S,yes
k-26125-21,34S,yes
k-26124-21,20,yes
k-24654-21,37,yes
k-26311-21,30S,yes
k-26606-21,20I,yes
k-26873-21,20-I,yes
k-26900-21,107,yes
k-19191-21,67S,yes
k-25911-21,94,yes
k-26934-21,103,yes
k-26955-21,20,yes
k-27016-21,67A,yes
k-23229-21,67,yes
k-27148-21,24,yes
k-27171-21,20I,yes
k-27223-21,20,yes
k-27556-21,18,yes
k-27578-21,18,yes
k-27943-21,20,yes
k-27565-21,60,yes
k-28124-21,37,yes
k-28097-21,21,yes
k-20086-21,64,yes
k-28097-21,21,yes
k-28310-21,103D,yes
k-28189-21,21,yes
k-28550-21,64J,yes
k-28673-21,20,yes
k-19518-21,64 J,yes
k-28761-21,64J,yes
k-29090-21,20I,yes
k-25553-21,67A,yes
k-29191-21,20,yes
k-29353-21,21,yes
k-29456-21,100,yes
k-29061-21,65,yes
k-29061-21,65,yes
j-36868-21,30S,yes
k-29602-21,20,yes
k-21284-21,34,yes
k-29061-21,65,yes
k-29742-21,20I,yes
k-29717-21,65J,yes
k-29812-21,94,yes
k-30117-21,100I,yes
k-30178-21,103F,yes
k-30342-21,20,yes
k-30411-21,20,yes
k-30664-21,35,yes
k-30679,100,yes
k-08758-21,30S,yes
k-30773-21,20I,yes
k-27323-21,34,yes
k-31255-21,103M,yes
k-31438-21,67P,yes
k-24130-21,67P,yes
k-31504-21,20,yes
k-31123-21,65P,yes
k-28097-21,21,yes
k-31446-21,21,yes
k-31668-21,103,yes
k-30364-21,65 p,yes
k-31584-21,34S,yes
k-31745-21,20 I,yes
k-31813-21,100,yes
k-30964-21,64G,yes
k-30839-21,27-65,yes
k-32239-21,20,yes
k-32391-21,20I,yes
k-23229-21,67,yes
k-30758-21,30S,yes
k-32694-21,20,yes
k-32739-21,103,yes
k-32740-21,20,yes
k-32819-21,18,yes
k-32883-21,30S,yes
k-32977-21,30S,yes
k-33111-21,20 I,yes
k-33128-21,21,yes
k-33404-21,67A,yes
k-33519-21,65,yes
k-32883-21,30S,yes
k-33693-21,20I,yes
k-33806-21,64,yes
k-33985-21,18,yes
k-34052-21,64G,yes
k-33960-21,100,yes
k-34058-21,64J,yes
k-34058-21,64J,yes
k-34613-21,37D,yes
k-30000-21,62B,yes
k-14295-21,62,yes
k-34403-21,30S,yes
k-31446-21,21,yes
k-32883-21,30S,yes
k-34958-21,20,yes
k-32657-21,34S,yes
k-35079-21,20,yes
k-35376-21,67-A,yes
k-35079-21,20,yes
k-33497-21,65,yes
k-24010-21,30S,yes
k-32883-21,30S,yes
k-30991-21,30S,yes
k-35808-21,20,yes
k-35854-21,20I,yes
k-35930-21,20,yes
e-34938-21,21,yes
k-36059-21,20,yes
k-34058-21,64J,yes
k-36059-21,20,yes
k-33468-21,64G,yes
k-10179-21,64J,yes
k-36349-21,21,yes
k-36464-21,20,yes
l-00009-21,21,yes
k-35819-21,966,yes
l-00375-21,20I,yes
l-00518-21,100,yes
l-00477-21,65P,yes
l-00390-21,62B,yes
k-32883-21,30S,yes
l-00544-21,37,yes
e-34938-21,21,yes
l-00649-21,20,yes
l-00703-21,67S,yes
l-00724-21,20,yes
k-34851-21,67A,yes
l-00571-21,64J,yes
k-35845-21,62,yes
k-34851-21,67A,yes
l-00571-21,64J,yes
k-34851-21,67A,yes
l-00571-21,64J,yes
k-36479-21,67A,yes
l-01020-21,94,yes
k-36513-21,30S,yes
k-29558-21,30S,yes
l-01347-21,20,yes
l-01275-21,64J,yes
k-34403-21,30S,yes
l-01444-21,52F,yes
l-00449-21,966,yes
l-01859-21,100,yes
l-01580-21,24,yes
l-01840-21,37,yes
k-23229-21,67,yes
k-19158-21,21,yes
k-19254-21,21,yes
l-02073-21,20,yes
l-01734-21,62C,yes
k-31446-21,21,yes
l-02183-21,100,yes
k-17887-21,20-I,yes
l-02321-21,34S,yes
l-02571-21,21,yes
l-02321-21,34S,yes
l-02517-21,65J,yes
k-03259-21,20,yes
l-03359-21,20,yes
l-03365-21,20I,yes
l-02659-21,62C,yes
l-03437-21,20,yes
l-03001-21,56D,yes
l-03444-21,30S,yes
l-03567-21,20I,yes
l-03010-21,37,yes
l-03537-21,34S,yes
l-03700-21,20,yes
l-03444-21,30S,yes
l-03603-21,64G,yes
l-03567-21,20I,yes
l-03437-21,20,yes
l-03381-21,67A,yes
l-04022-21,20I,yes
l-04112-21,21,yes
l-03339-21,1028P,yes
l-04367-21,34D,yes
l-04443-21,20,yes
l-04623-21,20I,yes
k-35754-21,27-64J,yes
l-03537-21,34-S,yes
l-04828-21,64G,yes
l-03537-21,37,yes
l-05130-21,20-I,yes
l-05313-21,62B,yes
l-05480-21,20I,yes
l-05398-21,37,yes
l-05558-21,20,yes
l-05535-21,20,yes
l-05614-21,21,yes
l-02321-21,34s,yes
l-03537-21,34S,yes
l-05968-21,20,yes
l-06040-21,20I,yes
l-06082-21,103F,yes
l-06103-21,103F,yes
l-06010-21,37,yes
l-06258-21,20,yes
k-18237-21,65,yes
"64k, l-01090-21",64K,yes
l-06939-21,20,yes
l-06920-21,20,yes
k-14187-21,95 G,yes
l-06939-21,20,yes
l-07102-21,100I,yes
l-06949-21,37,yes
l-07154-21,95G,yes
l-06103-21,103F,yes
l-07202-21,64,yes
l-07497-21,18,yes
l-07545-21,34C,yes
l-07632-21,107,yes
l-02086-21,67A,yes
l-07826-21,20,yes
l-07826-21,20,yes
l-02625-21,62C,yes
l-07982-21,27-64J,yes
l-08200-21,20,yes
l-08305-21,18,yes
l-08352-21,18,yes
l-08402-21,20,yes
l-07197-21,34 S,yes
l-08561-21,18,yes
l-08475-21,21,yes
l-08730-21,107,yes
l-08861-21,20I,yes
l-08888-21,20I,yes
l-08936-21,20,yes
l-06232-21,67A,yes
l-03537-21,34s,yes
l-02416-21,62C,yes
k-34467-21,62C,yes
l-09272-21,20,yes
l-09134-21,65J,yes
l-09349-21,20,yes
l-09394-21,20I,yes
l-09339-21,65,yes
l-09438-21,30S,yes
l-09757-21,35,yes
l-09339-21,65,yes
l-09526-21,20I,yes
l-10074-21,34C,yes
l-09909-21,34S,yes
l-10227-21,30S,yes
l-10418-21,64G,yes
l-10606-21,94,yes
k-19158-21,21,yes
l-10857-21,52F,yes
l-11076-21,20,yes
k-34403-21,30-S,yes
l-09909-21,34S,yes
l-11175-21,34S,yes
l-11319-21,21ID,yes
l-11333-21,21ID,yes
l-08861-21,20,yes
l-08570-21,30S,yes
l-10906-21,62C,yes
k-31446-21,21,yes
k-19629-21,966,yes
l-11995-21,94,yes
l-11175-21,34 S,yes
k-12063-21,K-12063-21,yes
l-12084-21,20,yes
l-11749-21,64G,yes
l-12085-21,20,yes
l-12234-21,18,yes
l-03010-21,37,yes
l-12263-21,34S,yes
l-12316-21,34S,yes
l-12259-21,37,yes
l-11987-21,35D,yes
l-12339-21,67A,yes
l-12352-21,34S,yes
l-12374-21,100 I,yes
l-12448-21,62B,yes
l-12432-21,20,yes
l-12150-21,64,yes
l-12740-21,62C,yes
l-12674-21,62C,yes
l-12895-21,20,yes
l-12733-21,20I,yes
l-13087-21,100I,yes
l-12650-21,64,yes
l-13328-21,20,yes
l-13417-21,18,yes
l-13458-21,64 G,yes
l-13378-21,20,yes
l-12216-21,55,yes
l-13542-21,103,yes
l-13543-21,94,yes
l-13543-21,94,yes
l-13610-21,64G,yes
l-13626-21,100,yes
l-13882-21,20,yes
l-13992-21,103F,yes
l-13987-21,64 G,yes
l-13987-21,64G,yes
l-14316-21,64 J,yes
l-14316-21,64J,yes
l-14394-21,67A,yes
l-14258-21,20,yes
l-14519-21,20,yes
l-14711-21,94,yes
l-14664-21,30S,yes
l-14819-21,20,yes
l-14706-21,55,yes
l-14031-21,20,yes
l-14851-21,20I,yes
l-14635-21,67A,yes
l-14828-21,37,yes
l-14799-21,64G,yes
l-12194-21,62C,yes
l-15449-21,20I,yes
l-15501-21,100-I,yes
l-15940-21,20,yes
l-14799-21,64G,yes
l-14642-21,67,yes
l-09909-21,34S,yes
l-15400-21,21,yes
l-15139-21,67A,yes
l-15874-21,34S,yes
l-15874-21,37,yes
l-16022-21,21,yes
l-165254-21,107,yes
l-16245-21,21,yes
l-16540-21,20I,yes
l-16286-21,21,yes
l-16595-21,20,yes
l-19826-21,99,yes
l-02321-21,34S,yes
l-16931-21,100i,yes
l-14664-21,30S,yes
l-16776-21,18,yes
l-16937-21,24,yes
e-34938-21,21,yes
l-08570-21,30S,yes
l-14404-21,67A,yes
l-16476-21,34S,yes
l-17517-21,64J,yes
l-17674-21,20,yes
l-13039-21,34S,yes
l-17833-21,20 I,yes
l-03444-21,30S,yes
l-18047-21,65,yes
l-18060-21,64J,yes
l-18211-21,34 C,yes
l-17962-21,107,yes
l-18211-21,34C,yes
l-18292-21,18,yes
l-17875-21,20,yes
l-18486-21,20,yes
l-18506-21,20,yes
l-18424-21,67A,yes
l-18619-21,64G,yes
k-26311-21,30S,yes
l-03537-21,34S,yes
l-18929-21,20,yes
l-18990-21,30S,yes
l-19159-21,20,yes
l-19328-21,20,yes
l-19211-21,103,yes
l-19547-21,21,yes
l-19568-21,65,yes
l-19646-21,18,yes
l-19702-21,20,yes
k-34403-21,30S,yes
l-19783-21,100,yes
l-10360-21,21,yes
l-10360-21,21,yes
l-10360-21,21,yes
l-10360-21,21,yes
l-10360-21,21,yes
l-20054-21,20,yes
l-20131-21,100,yes
l-20214-21,20,yes
l-20083-21,34S,yes
l-20308-21,20,yes
l-20367-21,30S,yes
l-20315-21,20,yes
l-20378-21,20,yes
l-20439-21,20I,yes
l-20521-21,20,yes
l-19569-21,64G,yes
l-20489-21,34S,yes
k-29558-21,30S,yes
l-19569-21,64G,yes
l-20895-21,100i,yes
l-21146-21,20I,yes
l-21326-21,100I,yes
l-21385-21,20,yes
l-19569-21,64G,yes
l-21501-21,100I,yes
l-21575-21,100,yes
l-21575-21,100,yes
l-19569-21,64G,yes
l-21763-21,20,yes
l-22174-21,20I,yes
l-22259-21,98,yes
l-19067-21,67A,yes
l-22410-21,34S,yes
l-22495-21,100 I,yes
l--22512-21,20I,yes
l-20367-21,30S,yes
l-22584-21,20,yes
l-22504-21,37,yes
l-22739-21,103F,yes
l-22671-21,27-64J,yes
l-22608-21,65,yes
l-22916-21,100,yes
l-21486-21,27-65,yes
l-23073-21,56,yes
l-23021-21,21,yes
l-32358-21,67AR,yes
l-22414-21,37,yes
