item_number,Signal Code,Upon Researching the above item :
I-10607-22,30 S,Relevant video was found
I-12120-22,95 G,Relevant video was found
H-25148-22,43B,Relevant video was found
I-07543-22,67A,Relevant video was found
I-09387-22,62,Relevant video was found
I-11954-22,20,Relevant video was found
I-12467-22,20,Relevant video was found
I-12534-22,20,No relevant video was found
I-10628-22,64G,Relevant video was found
I-10657-22,34S,No relevant video was found
I-10774-22,94,No relevant video was found
I-10176-22,1028P,Relevant video was found
I-10607-22,30S,Relevant video was found
I-10607-22,30S,Relevant video was found
I-10921-22,20,No relevant video was found
I-10717-22,34S,No relevant video was found
I-10944-22,64K,Relevant video was found
I-07543-22,67A,Relevant video was found
I-11155-22,67B,No relevant video was found
I-02561-22,30S,Relevant video was found
I-11227-22,100,No relevant video was found
I-11388-22,20I,No relevant video was found
I-11488-22,64G,Relevant video was found
I-11739-22,20,Relevant video was found
I-13080-22,20,Relevant video was found
I-13081-22,20I,No relevant video was found
I-13290-22,107,Relevant video was found
I-11752-22,35 D,No relevant video was found
I-12262-22,20,No relevant video was found
I-12120-22,95G,Relevant video was found
I-12247-22,100,No relevant video was found
I-12371-22,20-I,No relevant video was found
I-12502-22,20,Relevant video was found
I-12555-22,18,Relevant video was found
i-12726-22,20i,Relevant video was found
I-11506-22,62C,Relevant video was found
H-19211-22,34S,Relevant video was found
I-13047-22,37,Relevant video was found
I-13096-22,20,No relevant video was found
I-13195-22,29S,Relevant video was found
I-13155-22,27/65,Relevant video was found
I-13061-22,67AR,Relevant video was found
I-11144-22,62C,Relevant video was found
I-13490-22,21,Relevant video was found
I-13654-22,20,Relevant video was found
I-10944-22,64K,Relevant video was found
I-13458-22,56,No relevant video was found
I-13741-22,20,Relevant video was found
I-13654-22,20,Relevant video was found
I-13841-22,35,Relevant video was found
I-13925-22,20I,Relevant video was found
I-13987-22,65,Relevant video was found
I-13383-22,20I,No relevant video was found
I-13372-22,67,Relevant video was found
I-13575-22,20I,Relevant video was found
I-13696-22,20,Relevant video was found
I-13781-22,34S,No relevant video was found
I-13781-22,34S,Relevant video was found
I-14085-22,20I,Relevant video was found
I-14670-22,37,Relevant video was found
I-10944-22,64K,Relevant video was found
I-10607-22,30S,Relevant video was found
I-14093-22,64K,Relevant video was found
I-13264-22,65,No relevant video was found
I-14071-22,103F,No relevant video was found
I-14191-22,35,No relevant video was found
I-14452-22,20,Relevant video was found
I-14520-22,64G,Relevant video was found
I-14637-22,37,No relevant video was found
I-14189-22,20,No relevant video was found
I-14093-22,64K,Relevant video was found
I-14357-22,20,Relevant video was found
I-14333-22,20,No relevant video was found
I-14234-22,20,Relevant video was found
I-14391-22,62,Relevant video was found
I-14509-22,21,Relevant video was found
I-14428-22,62C,Relevant video was found
I-12844-22,62C,Relevant video was found
I-14681-22,100,Relevant video was found
I-10824-22,62C,Relevant video was found
I-09222-22,34S,Relevant video was found
I-04539-22,34S,Relevant video was found
I-14670-22,37,Relevant video was found
I-15223-22,20I,Relevant video was found
I-16349-22,20I,Relevant video was found
I-16627-22,107,No relevant video was found
I-16651-22,20,No relevant video was found
I-16677-22,100I,Relevant video was found
I-15396-22,103F,No relevant video was found
I-15448-22,20,Relevant video was found
I-15529-22,100,No relevant video was found
I-15763-22,20,No relevant video was found
I-15849-22,100,No relevant video was found
I-05436-22,67A,Relevant video was found
I-16209-22,27/64G,Relevant video was found
I-10944-22,64K,Relevant video was found
I-16975-22,65,Relevant video was found
I-17146-22,103F,Relevant video was found
I-15363-22,100,No relevant video was found
I-15544-22,20,Relevant video was found
I-15830-22,100,No relevant video was found
I-17218-22,64G,Relevant video was found
I-04744-22,30S,Relevant video was found
I-17539-22,20I,Relevant video was found
I-16975-22,65,Relevant video was found
I-18375-22,20,Relevant video was found
I-18375-22,103F,Relevant video was found
I-17460-22,62C,Relevant video was found
F-14018-21,21,Relevant video was found
I-15724-22,20,No relevant video was found
I-15742-22,20I,Relevant video was found
I-16985-22,34 C,Relevant video was found
I-17773-22,20,No relevant video was found
I-17901-22,20,No relevant video was found
I-18172-22,20I,Relevant video was found
I-04107-22,67A,Relevant video was found
I-09222-22,34S,Relevant video was found
I-07151-22,65,Relevant video was found
I-04806-22,64 J,Relevant video was found
I-16038-22,27/43,Relevant video was found
I-16190-22,20I,Relevant video was found
I-16216-22,21,Relevant video was found
I-15816-22,20,Relevant video was found
I-16064-22,67,Relevant video was found
I-16149-22,35,Relevant video was found
I-16471-22,20,No relevant video was found
I-16479-22,20,No relevant video was found
I-16500-22,34D,No relevant video was found
I-16693-22,29S,No relevant video was found
I-16533-22,67F,Relevant video was found
I-17275-22,20,Relevant video was found
I-17292-22,18,Relevant video was found
I-17309-22,64J,No relevant video was found
I-17350-22,20,Relevant video was found
I-17356-22,106,No relevant video was found
I-16280-22,20-I,No relevant video was found
I-16281-22,103,No relevant video was found
I-16315-22,20,No relevant video was found
I-16637-22,21,No relevant video was found
I-17108-21,20I,Relevant video was found
I-16948-22,34S,Relevant video was found
I-16883-22,34 S,Relevant video was found
I-11488-22,64G,Relevant video was found
I-16980-22,20I,Relevant video was found
I-17332-22,34S,Relevant video was found
I-17524-22,64G,Relevant video was found
I-17591-22,52F,Relevant video was found
I-17659-22,34C,Relevant video was found
I-16926-22,103,Relevant video was found
I-17042-22,20,Relevant video was found
I-17183-22,20,No relevant video was found
I-17745-22,100I,No relevant video was found
I-17620-22,100,Relevant video was found
I-18026-22,64J,Relevant video was found
I-16533-22,67F,Relevant video was found
I-17233-22,62,Relevant video was found
I-15499-22,43,Relevant video was found
I-02815-22,43B,Relevant video was found
I-18091-22,107,Relevant video was found
I-17331-22,62C,Relevant video was found
I-06467-22,100I,Relevant video was found
F-14018-21,21,Relevant video was found
I-18453-22,20,Relevant video was found
I-18521-22,21,Relevant video was found
I-09222-22,34S,Relevant video was found
I-18870-22,34S,Relevant video was found
I-18026-22,65,Relevant video was found
I-18970-22,100i,Relevant video was found
I-15973-22,65,Relevant video was found
I-09222-22,34S,Relevant video was found
I-18870-22,34S,Relevant video was found
I-18870-22,34S,Relevant video was found
I-19069-22,20,No relevant video was found
I-19125-22,20,No relevant video was found
I-19248-22,20I,Relevant video was found
I-18771-22,64G,Relevant video was found
I-16987-22,64G,Relevant video was found
I-19225-22,20,Relevant video was found
I-18095-22,62B,Relevant video was found
I-19746-22,24,Relevant video was found
I-19602-22,37,Relevant video was found
I-19794-22,107,Relevant video was found
I-19340-22,37,Relevant video was found
I-19493-22,30S,Relevant video was found
I-19702-22,107,Relevant video was found
I-19702-22,94,Relevant video was found
I-20022-22,30S,Relevant video was found
I-20022-22,30S,Relevant video was found
I-20006-22,64G,Relevant video was found
I-19970-22,64G,Relevant video was found
I-23223-22,62B,Relevant video was found
I-21650-22,103F,No relevant video was found
I-21764-22,103F,No relevant video was found
I-20082-22,20,No relevant video was found
I-20248-22,63,Relevant video was found
I-20256-22,20-I,Relevant video was found
I-20277-22,103,Relevant video was found
I-20323-22,20,Relevant video was found
I-20412-22,20,No relevant video was found
I-20449-22,20,Relevant video was found
I-20469-22,100,Relevant video was found
I-20022-22,30S,Relevant video was found
I-20917-22,24,Relevant video was found
I-16985-22,34C,Relevant video was found
I-20263-22,20,No relevant video was found
H-18868-22,67A,Relevant video was found
I-15016-22,37,Relevant video was found
I-20401-22,20,No relevant video was found
I-16477-22,67A,Relevant video was found
I-20470-22,21,Relevant video was found
I-15402-22,62R,Relevant video was found
I-17435-22,67A,Relevant video was found
I-20820-22,30 S,Relevant video was found
I-16948-22,34 S,Relevant video was found
I-20957-22,65 J,No relevant video was found
I-21174-22,103,Relevant video was found
I-21276-22,103,Relevant video was found
I-20051-22,64G,Relevant video was found
I-20390-22,20,No relevant video was found
I-20539-22,35,Relevant video was found
I-12502-22,20,Relevant video was found
I-05644-22,100,Relevant video was found
I-22235-22,20,Relevant video was found
I-20786-22,35,Relevant video was found
I-20876-22,35,No relevant video was found
I-20944-22,65J,No relevant video was found
I-21112-22,20,Relevant video was found
I-20944-22,65J,No relevant video was found
I-21249-22,107,Relevant video was found
I-19433-22,30S,Relevant video was found
I-21407-22,35,No relevant video was found
I-21528-22,20,Relevant video was found
I-21573-22,18,Relevant video was found
I-21232-22,100C,No relevant video was found
I-20051-22,64J,Relevant video was found
I-21922-22,21,Relevant video was found
I-22012-22,67P,Relevant video was found
I-22057-22,103M,Relevant video was found
I-21454-22,20,Relevant video was found
I-21514-22,20,No relevant video was found
I-21535-22,100,No relevant video was found
I-20768-22,35,Relevant video was found
I-21997-22,20,No relevant video was found
I-21951-22,20I,Relevant video was found
I-21958-55,34S,No relevant video was found
I-22018-22,100I,Relevant video was found
I-21741-22,34 S,No relevant video was found
I-20944-22,65 J,Relevant video was found
I-22100-22,67P,Relevant video was found
I-22151-22,27/64,Relevant video was found
I-20470-22,21,Relevant video was found
I-21774-22,20,No relevant video was found
I-21905-22,94,No relevant video was found
I-20820-22,103F,No relevant video was found
I-22368-22,20,Relevant video was found
I-22445-20,20,Relevant video was found
I-19493-22,30S,Relevant video was found
I-22675-22,20,Relevant video was found
I-22569-22,20I,Relevant video was found
I-22607-22,20I,No relevant video was found
I-22475-22,20,No relevant video was found
I-20674-22,67,Relevant video was found
I-24177-22,94,No relevant video was found
I-24229-22,20I,No relevant video was found
I-24381-22,20I,No relevant video was found
I-24482-22,56,Relevant video was found
I-22873-22,20,Relevant video was found
I-22746-22,95,Relevant video was found
I-22937-22,35,No relevant video was found
I-22990-22,64G,Relevant video was found
I-22994-22,64G,Relevant video was found
I-23127-22,20I,Relevant video was found
I-23743-22,35,Relevant video was found
I-23777-22,20I,Relevant video was found
I-24001-22,34S,No relevant video was found
I-24001-22,34S,Relevant video was found
I-24089-22,20I,Relevant video was found
I-22607-22,20,Relevant video was found
I-22864-22,35,Relevant video was found
I-22931-22,64G,Relevant video was found
I-22969-22,20,Relevant video was found
I-22974-22,34C,Relevant video was found
I-23227-22,67,Relevant video was found
I-24664-22,107,Relevant video was found
I-24674-22,20I,Relevant video was found
I-24863-22,107,Relevant video was found
I-23310-22,20,Relevant video was found
I-23332-22,20,Relevant video was found
I-14311-22,67A,No relevant video was found
I-23438-22,107,Relevant video was found
I-23516-22,20I,Relevant video was found
I-23598-22,20I,Relevant video was found
I-23304-22,20,Relevant video was found
I-20706-22,67A,Relevant video was found
I-23452-22,20I,Relevant video was found
I-21741-22,34S,Relevant video was found
I-23755-22,34S,Relevant video was found
I-23847-22,20I,No relevant video was found
I-23876-22,20,No relevant video was found
I-23955-22,94,No relevant video was found
I-24058-22,100,No relevant video was found
I-23966-22,95G,Relevant video was found
I-24093-22,103F,Relevant video was found
I-24435-22,34S,Relevant video was found
I-24586-22,64G,Relevant video was found
I-24976-22,37,Relevant video was found
I-32039-22,62C,No relevant video was found
I-24604-22,Simple Burglary-auto,Relevant video was found
I-25290-22,MISC,Relevant video was found
I-25635-22,SUSPV,No relevant video was found
I-25111-22,103F,No relevant video was found
I-25195-22,64K,No relevant video was found
I-25048-22,107,No relevant video was found
I-25216-22,ROB,No relevant video was found
I-25321-22,20I,Relevant video was found
I-22928-22,64J,Relevant video was found
I-25794-22,34 S,Relevant video was found
I-25872-22,62 R,No relevant video was found
I-25912-22,94,No relevant video was found
I-25927-22,94,No relevant video was found
I-15710-22,65,Relevant video was found
I-26026-22,94,No relevant video was found
I-26070-22,18,Relevant video was found
I-25209-22,100,No relevant video was found
I-25220-22,94,No relevant video was found
I-25371-22,63,No relevant video was found
I-25374-22,ACC/20,No relevant video was found
I-25473-22,ACC/20,No relevant video was found
I-25573-22,ACC/20,Relevant video was found
I-25401-22,FIGHT,No relevant video was found
I-25746-22,55,No relevant video was found
I-26016-22,107,Relevant video was found
I-25992-22,67A,No relevant video was found
I-26189-22,20,No relevant video was found
I-18564-22,62,Relevant video was found
I-24586-22,64G,Relevant video was found
I-22686-22,100,Relevant video was found
I-26596-22,20,Relevant video was found
I-26787-22,35,Relevant video was found
I-28775-22,100,No relevant video was found
I-28803-22,20,Relevant video was found
I-28821-22,20I,No relevant video was found
I-28836-22,20,No relevant video was found
I-02448-22,100,No relevant video was found
I-27786-22,64G,Relevant video was found
I-26181-22,20,Relevant video was found
I-26236-22,966,No relevant video was found
I-26235-22,107,No relevant video was found
I-26229-22,20,No relevant video was found
I-26208-22,20,No relevant video was found
I-26293-22,24,Relevant video was found
I-26150-22,20,Relevant video was found
I-26306-22,38,No relevant video was found
I-26201-22,34S,No relevant video was found
I-26379-22,67S,No relevant video was found
I-26402-22,20,Relevant video was found
I-20470-22,21,Relevant video was found
I-26507-22,56,No relevant video was found
I-26552-22,20,No relevant video was found
I-26716-22,20,No relevant video was found
I-26716-22,20,Relevant video was found
I-26758-22,20,Relevant video was found
22-099342,21,Relevant video was found
I-27605-22,21,No relevant video was found
I-29101-22,100,No relevant video was found
I-29166-22,94,Relevant video was found
I-29202-22,94,No relevant video was found
I-26182-22,107,Relevant video was found
I-26653-22,20,Relevant video was found
I-26654-22,35,Relevant video was found
I-27367-22,20,Relevant video was found
I-20470-22,21,Relevant video was found
I-26983-22,103D,Relevant video was found
I-27112-22,62C,No relevant video was found
I-27139-22,30S,Relevant video was found
I-26865-22,20I,Relevant video was found
I-27078-22,95G,Relevant video was found
I-27031-22,94,No relevant video was found
I-27075-22,94,No relevant video was found
I-27103-22,94,No relevant video was found
I-27004-22,21M,Relevant video was found
I-20470-22,21,Relevant video was found
I-27477-22,20,No relevant video was found
I-27494-22,103,No relevant video was found
I-27533-22,20I,Relevant video was found
I-27694-22,20,No relevant video was found
I-27715-22,10-28P,Relevant video was found
I-27872-22,20,No relevant video was found
I-27907-22,20,Relevant video was found
I-27757-22,20I,Relevant video was found
I-27786-22,64G,No relevant video was found
I-27887-22,20,Relevant video was found
I-29188-22,100,Relevant video was found
I-29336-22,20,Relevant video was found
I-27797-22,94,No relevant video was found
I-24954-22,34C,Relevant video was found
I-27934-22,20,Relevant video was found
I-28222-22,100,No relevant video was found
I-23021-22,34C,Relevant video was found
I-28388-22,37,No relevant video was found
I-27992-22,20I,Relevant video was found
I-28037-22,20,Relevant video was found
I-28101-22,20,No relevant video was found
I-28145-22,64J,Relevant video was found
I-28186-22,20,Relevant video was found
I-28101-22,100i,Relevant video was found
I-28319-22,95G,Relevant video was found
I-28299-22,37,No relevant video was found
I-28379-22,20I,Relevant video was found
I-28367-22,67,Relevant video was found
I-28559-22,20I,Relevant video was found
I-23974-22,62C,No relevant video was found
I-28718-22,20,Relevant video was found
I-18970-22,100F,Relevant video was found
220661-22,106,No relevant video was found
I-28547-22,62C,Relevant video was found
I-28675-22,34,No relevant video was found
I-28689-22,20,Relevant video was found
I-28496-22,56,No relevant video was found
I-27139-22,30S,Relevant video was found
I-29348-22,65,No relevant video was found
I-29511-22,20,Relevant video was found
I-29551-22,62A,No relevant video was found
I-29565-22,24,No relevant video was found
I-30001-22,20,No relevant video was found
I-30342-22,34 S,Relevant video was found
J-00884-22,56,Relevant video was found
J-00832-22,43B,Relevant video was found
J-01053-22,100,No relevant video was found
J-01020-22,100,No relevant video was found
J-01117-22,64J,Relevant video was found
I-29547-22,35,No relevant video was found
I-29598-22,37,Relevant video was found
I-29864-22,20I,Relevant video was found
J-00267-22,103,Relevant video was found
J-00274-22,52B,No relevant video was found
J-00272-22,37,No relevant video was found
J-00320-22,37,No relevant video was found
J-00473-22,20,Relevant video was found
J-00571-22,20,Relevant video was found
I-30130-22,30S,No relevant video was found
J-01263-22,107,Relevant video was found
J-01387-22,20,No relevant video was found
J-01421-22,20,Relevant video was found
J-00339-22,34S,No relevant video was found
J-03199-22,62B,Relevant video was found
J-03385-22,21M,No relevant video was found
I-27139-22,30S,Relevant video was found
I-30045-22,34S,No relevant video was found
J-00008-22,20,No relevant video was found
J-05411-22,20,Relevant video was found
I-20407-22,21,Relevant video was found
I-27869-22,67,Relevant video was found
I-29755-22,20I,Relevant video was found
J-02789-22,64J,Relevant video was found
J-01117-22,64J,Relevant video was found
I-28297-22,64J,Relevant video was found
J-02966-22,64J,Relevant video was found
I-29788-22,20,Relevant video was found
I-29861-22,100,No relevant video was found
J-00682-22,20,Relevant video was found
J-00741-22,20I,Relevant video was found
J-00859-22,20I,Relevant video was found
I-04744-22,30S,Relevant video was found
I-30130-22,30S,Relevant video was found
J-01027-22,100I,Relevant video was found
J-01084-22,35,Relevant video was found
J-01149-22,100I,Relevant video was found
I-30011-22,20,Relevant video was found
I-30062-22,103F,No relevant video was found
I-30169-22,20,No relevant video was found
I-29987-22,100,No relevant video was found
I-30342-22,34S,Relevant video was found
I-30342-22,34S,Relevant video was found
I-30127-22,67A,Relevant video was found
J-04347-22,20I,No relevant video was found
I-16889-22,30S,Relevant video was found
J-04824-22,103,No relevant video was found
J-04665-22,100,No relevant video was found
J-04902-22,67,Relevant video was found
J-05136-22,35D,Relevant video was found
I-30130-22,30 S,Relevant video was found
I-30322-22,20,Relevant video was found
I-29922-22,20,No relevant video was found
I-30140-22,20F,No relevant video was found
I-30295-22,20,Relevant video was found
I-24954-22,34C,Relevant video was found
J-05263-22,20,No relevant video was found
J-05276-22,100,No relevant video was found
J-05299-22,20,Relevant video was found
J-05469-22,21ID,Relevant video was found
J-00171-22,100,Relevant video was found
J-00234-22,21,Relevant video was found
J-00502-22,20,No relevant video was found
J-00626-22,20,No relevant video was found
J-01149-22,100I,Relevant video was found
J-01234-22,107,Relevant video was found
J-01443-22,20,Relevant video was found
J-01427-22,55,Relevant video was found
J-02962-22,107,Relevant video was found
J-02966-22,64J,No relevant video was found
J-02962-22,95G,Relevant video was found
J-03045-22,107,No relevant video was found
I-19493-22,30S,Relevant video was found
I-25298-22,67C,Relevant video was found
J-04044-22,107,Relevant video was found
J-04138-22,20,Relevant video was found
I-01272-22,62C,No relevant video was found
J-01399-22,21,No relevant video was found
J-01416-22,20,No relevant video was found
J-01642-22,21,Relevant video was found
J-01656-22,20,Relevant video was found
J-01422-22,42,Relevant video was found
J-01879-22,20,Relevant video was found
J-01858-22,34,Relevant video was found
J-01263-22,107,Relevant video was found
J-01691-22,100F,Relevant video was found
J-01917-22,94,No relevant video was found
J-01427-22,55,Relevant video was found
J-01703-22,62C,Relevant video was found
J-01856-22,20 I,Relevant video was found
J-01890-22,94,No relevant video was found
J-01679-22,20,Relevant video was found
J-01896-22,103F,Relevant video was found
J-01958-22,62B,Relevant video was found
J-05586-22,21,Relevant video was found
J-07076-22,20,Relevant video was found
J-07084-22,107,Relevant video was found
J-07170-22,30 S,Relevant video was found
J-02121-22,20,No relevant video was found
J-02220-22,20I,No relevant video was found
J-02281-22,20,No relevant video was found
J-02462-22,64J,No relevant video was found
J-02589-22,94,Relevant video was found
J-02686-22,20I,Relevant video was found
J-02751-22,56,Relevant video was found
I-30342-22,34S,Relevant video was found
J-02789-22,64,Relevant video was found
I-24954-22,34C,Relevant video was found
I-10607-22,30S,Relevant video was found
J-02908-22,107,Relevant video was found
J-02106-22,67A,Relevant video was found
J-02177-22,20,Relevant video was found
J-02329-22,94,No relevant video was found
J-02383-22,20,Relevant video was found
J-00276-22,37,Relevant video was found
J-02966-22,64J,Relevant video was found
J-06804-22,20C,Relevant video was found
J-03239-22,20,Relevant video was found
J-03479-22,20,Relevant video was found
J-03565-22,20I,Relevant video was found
J-03638-22,20,No relevant video was found
J-03588-22,20,Relevant video was found
J-03645-22,34,No relevant video was found
J-05935-22,44,Relevant video was found
J-06237-22,24,Relevant video was found
J-04595-22,37,Relevant video was found
J-08381-22,94,No relevant video was found
J-08392-22,94,No relevant video was found
J-08422-22,67P,Relevant video was found
J-08395-22,107,No relevant video was found
J-09398-22,20,No relevant video was found
J-09470-22,20,No relevant video was found
J-03688-22,20I,Relevant video was found
J-06283-22,64G,Relevant video was found
J-07135-22,65,Relevant video was found
J-07170-22,30S,Relevant video was found
J-04085-22,27-67B,Relevant video was found
J-03844-22,107,Relevant video was found
J-04134-22,67A,No relevant video was found
J-04246-22,20,No relevant video was found
I-30139-22,100I,Relevant video was found
J-04421-22,35,Relevant video was found
J-05827-22,55,No relevant video was found
J-01577-22,67,No relevant video was found
J-06283-22,64G,Relevant video was found
J-07529-22,67A,Relevant video was found
J-07890-22,20,Relevant video was found
J-07182-22,67A,Relevant video was found
J-04219-22,20,No relevant video was found
J-04228-22,38,No relevant video was found
J-04347-22,108,No relevant video was found
J-00103-22,20-I,Relevant video was found
J-04632-22,20,No relevant video was found
J-09376-22,34S,No relevant video was found
J-09486-22,67A,Relevant video was found
J-09622-22,64G,No relevant video was found
J-04311-22,20,No relevant video was found
J-004347-22,108,Relevant video was found
I-29009-22,67,No relevant video was found
J-04537-22,64,Relevant video was found
I-05455-22,30S,Relevant video was found
J-05148-22,20,Relevant video was found
J-05138-22,94,No relevant video was found
J-05305-22,38,No relevant video was found
J-04347-22,108,Relevant video was found
I-30139-22,100F,Relevant video was found
J-05537-22,107,Relevant video was found
J-05794-22,20,Relevant video was found
J-03208-22,62R,No relevant video was found
J-04906-22,20I,Relevant video was found
J-04912-22,94,No relevant video was found
J-04791-22,20,No relevant video was found
J-01679-22,20,Relevant video was found
J-05167-22,94,No relevant video was found
I-08928-22,30S,Relevant video was found
J-05493-22,21ID,Relevant video was found
J-05491-22,21ID,Relevant video was found
J-05827-22,55,No relevant video was found
J-05842-22,18,Relevant video was found
J-06311-22,60,Relevant video was found
J-06806-22,67B,No relevant video was found
J-06902-22,20,Relevant video was found
J-05661-22,20,No relevant video was found
J-05785-22,20,No relevant video was found
J-05807-22,20,Relevant video was found
J-05952-22,94,No relevant video was found
J-08486-22,34C,Relevant video was found
J-07364-22,67A,Relevant video was found
J-08811-22,62C,No relevant video was found
J-06447-22,20,Relevant video was found
J-08974-22,18,Relevant video was found
J-08486-22,34C,Relevant video was found
J-09076-22,67A,No relevant video was found
J-09024-22,34S,Relevant video was found
J-09095-22,18,Relevant video was found
J-06441-22,20,Relevant video was found
J-06601-22,67A,Relevant video was found
J-07556-22,20,Relevant video was found
J-07776-22,20,No relevant video was found
J-07170-22,30S,Relevant video was found
J-08586-22,20I,Relevant video was found
J-08584-22,20,Relevant video was found
J-07879-22,64J,Relevant video was found
J-07808-22,100,No relevant video was found
J-07008-22,64G,No relevant video was found
J-06869-22,67,No relevant video was found
I-10607-22,30S,Relevant video was found
J-07099-22,55,Relevant video was found
J-07435-22,67A,No relevant video was found
J-09274-22,27-64,Relevant video was found
J-09024-22,34S,Relevant video was found
J-07272-22,107,Relevant video was found
J-07381-22,67P,Relevant video was found
J-06804-22,20,Relevant video was found
J-06283-22,64G,Relevant video was found
J-08486-22,34C,Relevant video was found
J-10146-22,107,No relevant video was found
J-08422-22,67P,Relevant video was found
J-07427-22,64G,Relevant video was found
J-07170-22,30S,Relevant video was found
J-08557-22,56,Relevant video was found
J-07950-22,62C,Relevant video was found
J-08848-22,34S,No relevant video was found
J-07203-22,67A,Relevant video was found
J-08949-22,100,No relevant video was found
J-08914-22,20i,No relevant video was found
J-08960-22,30S,No relevant video was found
I-26335-22,67A,Relevant video was found
J-09211-22,100F,Relevant video was found
J-09156-22,20,Relevant video was found
J-08186-22,107,Relevant video was found
J-08381-22,67AR,No relevant video was found
J-08393-22,107,Relevant video was found
J-09310-22,20,Relevant video was found
J-09551-22,100,Relevant video was found
J-09616-22,966,Relevant video was found
J-09659-22,56,Relevant video was found
J-09836-22,21,Relevant video was found
J-09941-22,55,Relevant video was found
J-08826-22,67A,Relevant video was found
J-09895-22,20,No relevant video was found
I-10607-22,30S,Relevant video was found
I-10988-22,62B,Relevant video was found
J-10025-22,20I,No relevant video was found
J-10644-22,63,Relevant video was found
J-10300-22,67A,Relevant video was found
J-11030-22,21,No relevant video was found
J-10326-22,100,Relevant video was found
J-08960-22,30S,Relevant video was found
I-11331-22,100,Relevant video was found
J-10575-22,21,Relevant video was found
J-06690-22,42,No relevant video was found
J-10788-22,65,Relevant video was found
J-10950-22,20,Relevant video was found
J-10448-22,38,No relevant video was found
J-10387-22,20,No relevant video was found
J-10497-22,20,No relevant video was found
J-10666-22,20,Relevant video was found
J-10925-22,20I,Relevant video was found
J-11062-22,20,No relevant video was found
J-11049-22,62B,No relevant video was found
J-11197-22,62R,No relevant video was found
J-11168-22,20,No relevant video was found
J-11181-22,103F,Relevant video was found
J-11486-22,20,No relevant video was found
J-12764-22,67A,No relevant video was found
J-12895-22,38,No relevant video was found
J-11384-22,20,No relevant video was found
J-11411-22,20I,Relevant video was found
J-11465-22,20,Relevant video was found
J-11698-22,20,Relevant video was found
J-11760-22,20I,No relevant video was found
J-11871-22,20,Relevant video was found
J-09396-22,62C,No relevant video was found
J-10845-22,100,Relevant video was found
J-10863-22,100,Relevant video was found
J-02750-22,43,Relevant video was found
J-11968-22,100,No relevant video was found
J-12032-22,34S,No relevant video was found
J-12211-22,20,Relevant video was found
J-12028-22,30S,No relevant video was found
J-12338-22,20I,Relevant video was found
J-12571-22,28-Oct,Relevant video was found
J-12028-22,30S,Relevant video was found
J-12869-22,94,No relevant video was found
J-12882-22,18,Relevant video was found
J-12895-22,38,Relevant video was found
J-13010-22,108,No relevant video was found
J-12028-22,30S,Relevant video was found
J-12108-22,64J,Relevant video was found
J-12453-22,20I,Relevant video was found
J-12478-22,20I,Relevant video was found
J-12108-22,64J,Relevant video was found
J-12778-22,20,No relevant video was found
J-12405-22,62B,Relevant video was found
J-12744-22,107,No relevant video was found
J-12658-22,20,No relevant video was found
J-08422-22,65,Relevant video was found
J-13139-22,62C,No relevant video was found
J-13169-22,107,Relevant video was found
J-13183-22,64G,No relevant video was found
J-11254-22,62B,Relevant video was found
J-13440-22,100,No relevant video was found
J-11942-22,62C,Relevant video was found
J-13571-22,34S,No relevant video was found
J-14144-22,100,Relevant video was found
J-14206-22,18,Relevant video was found
J-14239-22,20,No relevant video was found
J-14203-22,20,No relevant video was found
J-15116-22,20,No relevant video was found
J-14686-22,52F,Relevant video was found
J-15124-22,20,Relevant video was found
J-15242-22,20,Relevant video was found
J-15331-22,20,Relevant video was found
J-15166-22,65,No relevant video was found
J-16966-22,20,Relevant video was found
J-17184-22,100,Relevant video was found
J-13529-22,20,Relevant video was found
J-13369-22,20,Relevant video was found
J-13464-22,20,Relevant video was found
J-13523-22,20,No relevant video was found
J-16026-22,107,Relevant video was found
J-16112-22,20I,Relevant video was found
J-16072-22,34C,Relevant video was found
J-16351-22,20,No relevant video was found
J-13454-22,103,Relevant video was found
J-13606-22,20,No relevant video was found
J-15156-22,94,No relevant video was found
J-13010-22,108,Relevant video was found
J-15388-22,67S,Relevant video was found
J-15467-22,95G,Relevant video was found
J-16072-22,34C,Relevant video was found
J-17861-22,100,No relevant video was found
J-13713-22,20I,Relevant video was found
J-14066-22,94,No relevant video was found
J-13732-22,62C,No relevant video was found
J-13813-22,64J,No relevant video was found
J-15748-22,100,Relevant video was found
J-15772-22,62C,No relevant video was found
J-15814-22,20,Relevant video was found
J-15824-22,20,No relevant video was found
J-15815-22,20,Relevant video was found
J-15669-22,107,Relevant video was found
J-03932-22,65,Relevant video was found
J-13834-22,94,No relevant video was found
J-13927-22,35,Relevant video was found
J-14104-22,100I,Relevant video was found
J-14145-22,34S,Relevant video was found
J-14047-22,67A,No relevant video was found
J-14354-22,20,Relevant video was found
J-14507-22,20,No relevant video was found
J-14575-22,103D,Relevant video was found
J-14270-22,20I,Relevant video was found
J-14423-22,20,Relevant video was found
J-13813-22,64J,Relevant video was found
J-14270-22,20I,Relevant video was found
J-14547-22,107,Relevant video was found
J-14622-22,20,No relevant video was found
J-14793-22,20,Relevant video was found
J-14802-22,20,No relevant video was found
J-15034-22,55,Relevant video was found
J-15066-22,107,No relevant video was found
J-14677-22,20,Relevant video was found
J-15079-22,20,Relevant video was found
J-15689-22,100F,Relevant video was found
J-15719-22,64,Relevant video was found
