item_number,Signal Code,Upon Researching the above item :,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
H1350222,27/64G,Relevant video was found,64G,ARMED ROBBERY WITH GUN,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3699121,552000,8/14/2022 21:15,8/14/2022 21:17,8/14/2022 21:36,8/15/2022 5:29,RTF,REPORT TO FOLLOW,N,7C05,066XX Chef Menteur Hwy,70126,7,POINT (-90.01168147 30.01126316)
H2127522,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3670979,528082,8/22/2022 12:19,8/22/2022 12:20,8/22/2022 12:22,8/22/2022 14:52,RTF,REPORT TO FOLLOW,N,2R01,036XX Blk General Taylor St,70125,2,POINT (-90.10140859 29.94635768)
H2179122,20I,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3680192,541640,8/22/2022 21:47,8/22/2022 21:48,8/22/2022 21:53,8/23/2022 1:42,RTF,REPORT TO FOLLOW,N,1C02,St Bernard Av & N Broad St,70119,1,POINT (-90.07184858 29.98336334)
H2178622,100,Relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3667088,533843,8/22/2022 21:43,8/22/2022 21:51,8/22/2022 21:57,8/22/2022 23:11,RTF,REPORT TO FOLLOW,N,2U04,S Carrollton Av & Forshey St,70118,2,POINT (-90.11349736 29.96231296)
H2186022,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,1A,20I,AUTO ACCIDENT WITH INJURY,2D,3684344,544035,8/22/2022 23:18,,8/22/2022 23:30,8/23/2022 1:42,RTF,REPORT TO FOLLOW,N,3X01,Elysian Fields Av & Treasure St,70122,3,POINT (-90.05865029 29.98982307)
H2205622,64G,Relevant video was found,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3695023,525361,8/23/2022 6:04,8/23/2022 6:16,8/23/2022 6:18,8/23/2022 8:19,RTF,REPORT TO FOLLOW,N,4I03,016XX Jo Ann Pl,70114,4,POINT (-90.0255893 29.93814568)
H2220322,27/65J,Relevant video was found,65J,CARJACKING- NO WEAPON,2C,64,ARMED ROBBERY,2C,3681268,533174,8/23/2022 9:34,8/23/2022 9:36,8/23/2022 9:38,8/23/2022 13:17,RTF,REPORT TO FOLLOW,N,8D03,006XX Blk N Rampart St,70112,8,POINT (-90.06874372 29.96005091)
H1886822,67A,Relevant video was found,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3714760,565493,8/19/2022 23:32,8/20/2022 0:50,8/20/2022 0:51,8/20/2022 3:32,RTF,REPORT TO FOLLOW,N,7I11,070XX Bullard Av,70128,7,POINT (-89.96176249 30.04785872)
H1886822,67A,Relevant video was found,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3714760,565493,8/19/2022 23:32,8/20/2022 0:50,8/20/2022 0:51,8/20/2022 3:32,RTF,REPORT TO FOLLOW,N,7I11,070XX Bullard Av,70128,7,POINT (-89.96176249 30.04785872)
H2156022,65,Relevant video was found,65,SIMPLE ROBBERY,1D,103F,FIGHT,2D,3685686,530337,8/22/2022 17:26,8/22/2022 17:28,8/22/2022 17:33,8/22/2022 18:16,RTF,REPORT TO FOLLOW,N,4F02,Bouny St & Delaronde St,70114,4,POINT (-90.0548932 29.95211775)
H2196422,27/65 J,Relevant video was found,65J,CARJACKING- NO WEAPON,2C,65,SIMPLE ROBBERY,1D,3680588,531665,8/23/2022 2:39,8/23/2022 2:40,8/23/2022 2:44,8/23/2022 4:57,RTF,REPORT TO FOLLOW,N,8D01,Iberville St & Burgundy St,70112,8,POINT (-90.0709444 29.95592393)
H2196422,27/65J,Relevant video was found,65J,CARJACKING- NO WEAPON,2C,65,SIMPLE ROBBERY,1D,3680588,531665,8/23/2022 2:39,8/23/2022 2:40,8/23/2022 2:44,8/23/2022 4:57,RTF,REPORT TO FOLLOW,N,8D01,Iberville St & Burgundy St,70112,8,POINT (-90.0709444 29.95592393)
H2221022,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,1A,20I,AUTO ACCIDENT WITH INJURY,2D,3679656,534334,8/23/2022 9:42,8/23/2022 13:17,,8/23/2022 13:36,RTF,REPORT TO FOLLOW,N,1.00E+03,Lafitte St & N Claiborne Av,70112,1,POINT (-90.07379387 29.96328938)
H2218922,20,No relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3670304,525913,8/23/2022 9:26,8/23/2022 9:50,8/23/2022 9:57,8/23/2022 11:15,RTF,REPORT TO FOLLOW,N,2Q03,Napoleon Av & S Claiborne Av,70125,2,POINT (-90.10361155 29.94041612)
H2210222,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3670229,525692,8/23/2022 7:27,8/23/2022 7:57,8/23/2022 8:18,8/23/2022 8:38,GOA,GONE ON ARRIVAL,N,2N03,044XX S Claiborne A,70115,2,POINT (-90.10385517 29.93980807)
H2237022,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3681883,529115,8/23/2022 12:37,8/23/2022 13:30,8/23/2022 14:12,8/23/2022 16:09,RTF,REPORT TO FOLLOW,N,8G02,Poydras St & Tchoupitoulas St,70130,8,POINT (-90.06694243 29.94887298)
H2261122,20X,Relevant video was found,20X,AUTO ACCIDENT POLICE VEHICLE,1C,20X,AUTO ACCIDENT POLICE VEHICLE,1C,3661987,528351,8/23/2022 17:03,,8/23/2022 17:03,8/23/2022 19:42,RTF,REPORT TO FOLLOW,Y,2K01,Oak St & S Carrollton Av,70118,2,POINT (-90.12978938 29.947362)
H2281222,34S,No relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682324,534823,8/23/2022 20:59,,8/23/2022 21:01,8/24/2022 2:58,RTF,REPORT TO FOLLOW,N,1F02,011XX N Rampart St,70116,1,POINT (-90.06535262 29.96455401)
H2285922,966,Relevant video was found,966,DRUG VIOLATIONS,1I,107,SUSPICIOUS PERSON,2C,3681597,531806,8/23/2022 21:57,,8/23/2022 21:57,8/24/2022 5:22,RTF,REPORT TO FOLLOW,Y,8D04,Conti St & Bourbon St,70112,8,POINT (-90.06775199 29.95628022)
H2288022,100,No relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3667047,537017,8/23/2022 22:20,8/23/2022 23:13,8/23/2022 23:18,8/24/2022 0:34,RTF,REPORT TO FOLLOW,N,3A02,Airline Hwy & Monroe St,70118,3,POINT (-90.11352295 29.97104329)
H2266922,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3665693,535113,8/23/2022 17:53,8/23/2022 20:25,8/23/2022 20:40,8/23/2022 21:25,RTF,REPORT TO FOLLOW,N,2T02,Leonidas St & Forshey St,70118,2,POINT (-90.11786249 29.96584741)
H2306522,107,No relevant video was found,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3696253,522668,8/24/2022 4:41,8/24/2022 4:42,8/24/2022 4:47,8/24/2022 5:06,GOA,GONE ON ARRIVAL,N,4J01,035XX Vespasian Blvd,70114,4,POINT (-90.02180419 29.93070154)
H2324222,106,Relevant video was found,106,"OBSCENITY, EXPOSING",2C,106,"OBSCENITY, EXPOSING",2C,3682575,532498,8/24/2022 9:27,,8/24/2022 9:27,8/24/2022 9:28,RTF,REPORT TO FOLLOW,Y,8C03,007XX Blk Royal St,70116,8,POINT (-90.06463957 29.95815334)
H2329622,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3672153,527737,8/24/2022 10:32,,8/24/2022 10:36,8/24/2022 14:48,RTF,REPORT TO FOLLOW,N,6K01,028XX S Johnson St,70125,6,POINT (-90.09771204 29.94537621)
H2329622,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3672153,527737,8/24/2022 10:32,,8/24/2022 10:36,8/24/2022 14:48,RTF,REPORT TO FOLLOW,N,6K01,028XX S Johnson St,70125,6,POINT (-90.09771204 29.94537621)
H2329622,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3672153,527737,8/24/2022 10:32,,8/24/2022 10:36,8/24/2022 14:48,RTF,REPORT TO FOLLOW,N,6K01,028XX S Johnson St,70125,6,POINT (-90.09771204 29.94537621)
H2347722,103F,No relevant video was found,103,DISTURBANCE (OTHER),1C,103F,FIGHT,2D,3679069,525437,8/24/2022 14:01,8/24/2022 14:04,8/24/2022 14:27,8/24/2022 14:59,NAT,Necessary Action Taken,N,6G02,015XX St Charles Av,70130,6,POINT (-90.07595643 29.9388446)
H2348522,100,No relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3662107,526340,8/24/2022 14:14,8/24/2022 15:37,8/24/2022 15:51,8/24/2022 16:35,RTF,REPORT TO FOLLOW,N,2H02,Maple St & Adams St,70118,2,POINT (-90.1294775 29.94182902)
H2355322,35,Relevant video was found,35,SIMPLE BATTERY,2A,35,SIMPLE BATTERY,1F,3680770,531146,8/24/2022 15:37,8/24/2022 15:38,8/24/2022 15:40,8/24/2022 16:49,DUP,DUPLICATE,N,8D01,008XX Canal St,70112,8,POINT (-90.07038702 29.95448999)
H2362522,94,Relevant video was found,55,AGGRAVATED CRIMINAL DAMAGE,1D,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3680090,532438,8/24/2022 16:56,8/24/2022 16:58,8/24/2022 17:00,8/24/2022 19:43,RTF,REPORT TO FOLLOW,N,1.00E+01,012XX Bienville St,70112,1,POINT (-90.0724886 29.95806469)
H2319322,21ID,Relevant video was found,21,COMPLAINT OTHER,1A,21,COMPLAINT OTHER,1J,3686275,550695,8/24/2022 8:30,8/24/2022 9:41,8/24/2022 9:54,8/24/2022 9:59,GOA,GONE ON ARRIVAL,N,3T02,047XX Painters St,70122,3,POINT (-90.05231433 30.00807561)
H2348222,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3681388,543205,8/24/2022 14:12,8/24/2022 14:24,8/24/2022 14:31,8/24/2022 16:21,RTF,REPORT TO FOLLOW,N,3X03,N Broad St & A P Tureaud Av,70119,3,POINT (-90.06801419 29.98762999)
H2002222,67,Relevant video was found,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3716913,566037,8/21/2022 7:24,8/21/2022 7:40,8/21/2022 7:45,8/21/2022 9:23,RTF,REPORT TO FOLLOW,N,7K02,123XX S I-10 Service Rd,70128,7,POINT (-89.9549381 30.04928266)
H2357722,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3697563,558123,8/24/2022 16:08,8/25/2022 2:03,8/25/2022 2:14,8/25/2022 2:19,GOA,GONE ON ARRIVAL,N,7D05,065XX Morrison Rd,70126,7,POINT (-90.01638086 30.02814808)
H2420322,35,No relevant video was found,35,SIMPLE BATTERY,1F,103F,FIGHT,2D,3678145,531133,8/25/2022 8:05,8/25/2022 8:11,8/25/2022 8:16,8/25/2022 9:25,RTF,REPORT TO FOLLOW,N,8J02,015XX Gravier St,70112,8,POINT (-90.07867515 29.95453316)
H2434122,34S,Relevant video was found,55,AGGRAVATED CRIMINAL DAMAGE,1D,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3707206,559517,8/25/2022 10:00,8/25/2022 10:00,8/25/2022 10:03,8/25/2022 13:40,RTF,REPORT TO FOLLOW,N,7R04,068XX Blk Tara Ln,70127,7,POINT (-89.98586082 30.03167334)
H2392122,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3680927,530925,8/24/2022 23:24,,8/24/2022 23:24,8/25/2022 0:44,RTF,REPORT TO FOLLOW,Y,8D01,Canal St & Bourbon St,70112,8,POINT (-90.06989927 29.95387931)
H2406522,37,Relevant video was found,37,AGGRAVATED ASSAULT,2E,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3678318,531143,8/25/2022 3:38,8/25/2022 3:39,8/25/2022 3:42,8/25/2022 5:53,RTF,REPORT TO FOLLOW,N,8J02,004XX Freret St,70112,8,POINT (-90.07813051 29.95455703)
H2369222,103F,No relevant video was found,103F,FIGHT,2D,103F,FIGHT,2D,3703254,552484,8/24/2022 18:05,8/24/2022 18:23,8/24/2022 18:30,8/24/2022 18:32,GOA,GONE ON ARRIVAL,N,7.00E+01,Wilson Av & Chef Menteur Hwy,70126,7,POINT (-89.99860651 30.01246099)
H2377622,64G,Relevant video was found,64J,CARJACKING,2C,65J,CARJACKING- NO WEAPON,2C,3690740,525891,8/24/2022 19:43,,8/24/2022 19:59,8/25/2022 1:04,RTF,REPORT TO FOLLOW,N,4B05,015XX Hendee St,70114,4,POINT (-90.03909371 29.93973414)
H2393822,103,Relevant video was found,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3681522,532298,8/24/2022 23:50,,,8/25/2022 2:37,NAT,Necessary Action Taken,N,8D03,Dauphine St & St Louis St,70112,8,POINT (-90.06797238 29.95763542)
H2398122,103F,No relevant video was found,103F,FIGHT,2D,103F,FIGHT,2D,3662246,526126,8/25/2022 0:56,8/25/2022 1:29,8/25/2022 1:49,8/25/2022 2:22,GOA,GONE ON ARRIVAL,N,2H02,076XX Maple St,70118,2,POINT (-90.12904598 29.94123599)
H2402822,21,Relevant video was found,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1J,3693069,535008,8/25/2022 2:15,8/25/2022 2:18,8/25/2022 2:20,8/25/2022 3:03,RTF,REPORT TO FOLLOW,N,5D04,St Claude Av & Poland Av,70117,5,POINT (-90.03141372 29.96473044)
H2377022,37,No relevant video was found,37,AGGRAVATED ASSAULT,2E,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3703835,555630,8/24/2022 19:38,,8/24/2022 19:45,8/25/2022 0:10,RTF,REPORT TO FOLLOW,N,7.00E+01,048XX Viola St,70126,7,POINT (-89.99665508 30.02109426)
H2394922,20,Relevant video was found,21,COMPLAINT OTHER,1J,20,AUTO ACCIDENT,1E,3676368,520376,8/25/2022 0:08,8/25/2022 1:01,8/25/2022 1:08,8/25/2022 1:12,NAT,Necessary Action Taken,N,6D02,Magazine St & 7th St,70115,6,POINT (-90.08465806 29.92500936)
H2396722,94,No relevant video was found,94,DISCHARGING FIREARM,2D,107,SUSPICIOUS PERSON,2C,3681166,532991,8/25/2022 0:33,,8/25/2022 0:44,8/25/2022 4:14,RTF,REPORT TO FOLLOW,N,8D03,005XX N Rampart St,70112,8,POINT (-90.06907239 29.9595526)
H2402022,35,Relevant video was found,35,SIMPLE BATTERY,2A,34,AGGRAVATED BATTERY,2D,3677968,527544,8/25/2022 2:00,8/25/2022 2:03,8/25/2022 2:09,8/25/2022 3:28,RTF,REPORT TO FOLLOW,N,6H03,020XX Earhart Blvd,70113,6,POINT (-90.07935839 29.94467224)
H2381422,94,Relevant video was found,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3695979,526228,8/24/2022 20:34,8/24/2022 20:34,8/24/2022 20:38,8/24/2022 22:50,RTF,REPORT TO FOLLOW,N,4H02,General Meyer Av & Odeon Av,70114,4,POINT (-90.02254052 29.9404984)
H2326122,35,Relevant video was found,35,SIMPLE BATTERY,2A,35,SIMPLE BATTERY,1F,3680090,532438,8/24/2022 9:50,8/24/2022 10:14,8/24/2022 10:18,8/24/2022 19:44,RTF,REPORT TO FOLLOW,N,1.00E+01,012XX Bienville St,70112,1,POINT (-90.0724886 29.95806469)
H2417722,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3681958,543846,8/25/2022 7:35,8/25/2022 8:49,8/25/2022 8:52,8/25/2022 10:06,RTF,REPORT TO FOLLOW,N,3X01,N Broad St & Treasure St,70122,3,POINT (-90.06619223 29.98937503)
H2450522,20I,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3672799,540119,8/25/2022 12:56,,8/25/2022 12:56,8/25/2022 14:10,RTF,REPORT TO FOLLOW,Y,1M01,N Carrollton Av & Orleans Av,70119,1,POINT (-90.09524991 29.97940255)
H2372222,30S,No relevant video was found,30S,HOMICIDE BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3716583,555884,8/24/2022 18:42,8/24/2022 18:44,8/24/2022 18:46,8/25/2022 2:20,RTF,REPORT TO FOLLOW,N,7J01,110XX Blk Chef Menteur Hwy,70127,7,POINT (-89.95636622 30.02137615)
H2008322,62C,Relevant video was found,62C,SIMPLE BURGLARY VEHICLE,1A,62C,SIMPLE BURGLARY VEHICLE,1G,3679856,530944,8/21/2022 8:53,8/21/2022 10:21,8/21/2022 10:25,8/21/2022 11:30,RTF,REPORT TO FOLLOW,N,8I02,010XX Common St,70112,8,POINT (-90.07327854 29.95396169)
H2065422,62C,Relevant video was found,62C,SIMPLE BURGLARY VEHICLE,1G,62C,SIMPLE BURGLARY VEHICLE,1G,3681372,529651,8/21/2022 20:36,8/21/2022 21:15,8/21/2022 21:23,8/21/2022 23:09,RTF,REPORT TO FOLLOW,N,8G04,003XX Blk Picayune Pl,70130,8,POINT (-90.06853892 29.95036185)
H2485322,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3670590,541745,8/25/2022 18:54,,,8/25/2022 19:35,RTF,REPORT TO FOLLOW,N,3H02,Orleans Av & City Park Av,70119,3,POINT (-90.1021714 29.98393784)
H2502622,20I,No relevant video was found,100I,HIT & RUN WITH INJURIES,2D,20,AUTO ACCIDENT,1E,3672684,526318,8/25/2022 22:29,8/25/2022 22:46,8/25/2022 22:47,8/26/2022 1:32,RTF,REPORT TO FOLLOW,N,6I04,Toledano St & S Claiborne Av,70115,6,POINT (-90.09608443 29.94145727)
H2373222,67A,Relevant video was found,67A,AUTO THEFT,1D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3670970,529766,8/24/2022 19:01,8/24/2022 19:32,8/24/2022 19:38,8/24/2022 21:29,RTF,REPORT TO FOLLOW,N,2V02,033XX S Broad St,70125,2,POINT (-90.1013785 29.95099061)
H2498922,103F,No relevant video was found,37,AGGRAVATED ASSAULT,2E,911,SILENT 911 CALL,2F,3684597,543940,8/25/2022 21:34,8/25/2022 21:34,8/25/2022 21:54,8/26/2022 2:46,RTF,REPORT TO FOLLOW,N,3Y01,030XX Elysian Fields Av,70122,3,POINT (-90.0578534 29.98955382)
H2462922,67,Relevant video was found,67,THEFT,1A,67,THEFT,1G,3694758,557481,8/25/2022 15:27,8/26/2022 1:51,8/26/2022 1:58,8/26/2022 4:25,RTF,REPORT TO FOLLOW,N,7A05,073XX Downman Rd,70126,7,POINT (-90.02526962 30.02647233)
H2462922,62C,Relevant video was found,67,THEFT,1A,67,THEFT,1G,3694758,557481,8/25/2022 15:27,8/26/2022 1:51,8/26/2022 1:58,8/26/2022 4:25,RTF,REPORT TO FOLLOW,N,7A05,073XX Downman Rd,70126,7,POINT (-90.02526962 30.02647233)
H2459722,35,Relevant video was found,35,SIMPLE BATTERY,1A,35,SIMPLE BATTERY,1F,3681565,530210,8/25/2022 14:43,8/25/2022 15:00,8/25/2022 15:06,8/25/2022 16:52,RTF,REPORT TO FOLLOW,N,8G04,005XX Canal St,70130,8,POINT (-90.06790895 29.95189311)
H2463422,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3668164,535022,8/25/2022 15:31,8/25/2022 15:55,8/25/2022 15:58,8/25/2022 18:11,RTF,REPORT TO FOLLOW,N,2U04,S Carrollton Av & Washington Av,70125,2,POINT (-90.11006198 29.96552457)
H2509022,94,No relevant video was found,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3696756,551438,8/26/2022 0:35,8/26/2022 0:37,8/26/2022 0:42,8/26/2022 0:47,GOA,GONE ON ARRIVAL,N,7C01,060XX Chef Menteur Hwy,70126,7,POINT (-90.01917607 30.00979195)
H2512622,58R,No relevant video was found,58R,RECOVERY OF REPORTED STOLEN VEHICLE,1I,21,COMPLAINT OTHER,1J,3690269,533683,8/26/2022 1:59,,8/26/2022 1:59,8/26/2022 3:42,NAT,Necessary Action Taken,Y,5D01,036XX Chartres St,70117,5,POINT (-90.04030188 29.96117614)
H2488622,27/67A,Relevant video was found,67A,AUTO THEFT,1D,56,SIMPLE CRIMINAL DAMAGE,1F,3684693,557825,8/25/2022 19:37,8/25/2022 20:26,8/25/2022 20:35,8/25/2022 22:06,RTF,REPORT TO FOLLOW,N,3S04,024XX Lark St,70122,3,POINT (-90.05706157 30.02772816)
H2632122,107,Relevant video was found,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3694396,559459,8/27/2022 5:13,8/27/2022 5:40,8/27/2022 5:48,8/27/2022 13:59,NAT,Necessary Action Taken,N,7D02,079XX Downman Rd,70126,7,POINT (-90.0263419 30.03192205)
H2632122,107,No relevant video was found,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3694396,559459,8/27/2022 5:13,8/27/2022 5:40,8/27/2022 5:48,8/27/2022 13:59,NAT,Necessary Action Taken,N,7D02,079XX Downman Rd,70126,7,POINT (-90.0263419 30.03192205)
H2655622,100I,Relevant video was found,100I,HIT & RUN WITH INJURIES,1A,100I,HIT & RUN WITH INJURIES,2D,3715233,564452,8/27/2022 10:44,8/28/2022 5:27,8/28/2022 5:27,8/28/2022 6:34,GOA,GONE ON ARRIVAL,N,7I09,Bullard Av & S I-10 Service Rd,70128,7,POINT (-89.96030738 30.04498121)
H2567722,37D,Relevant video was found,37D,AGGRAVATED ASSAULT DOMESTIC,1A,66,EXTORTION (THREATS),1H,3680882,532356,8/26/2022 14:50,8/27/2022 12:48,8/27/2022 12:58,8/27/2022 16:28,RTF,REPORT TO FOLLOW,N,8D02,010XX Blk Conti St,70112,8,POINT (-90.06999212 29.95781351)
H2672122,20,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3703244,552427,8/27/2022 14:11,8/27/2022 22:28,8/27/2022 22:53,8/28/2022 4:46,RTF,REPORT TO FOLLOW,N,7C02,Wilson Av & Chef Menteur Hwy,70126,7,POINT (-89.99863915 30.01230557)
H2672122,20,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3703244,552427,8/27/2022 14:11,8/27/2022 22:28,8/27/2022 22:53,8/28/2022 4:46,RTF,REPORT TO FOLLOW,N,7C02,Wilson Av & Chef Menteur Hwy,70126,7,POINT (-89.99863915 30.01230557)
H2685922,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3684824,538018,8/27/2022 17:29,8/27/2022 22:49,8/27/2022 22:52,8/27/2022 23:05,GOA,GONE ON ARRIVAL,N,5A04,N Claiborne Av & Elysian Fields Av,70117,5,POINT (-90.05734351 29.97326333)
H2682722,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3709900,567291,8/27/2022 16:40,,8/27/2022 16:40,8/27/2022 17:48,RTF,REPORT TO FOLLOW,Y,7I14,Lucerne St & Hayne Blvd,70127,7,POINT (-89.97705551 30.05296194)
H2682722,20I,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3709900,567291,8/27/2022 16:40,,8/27/2022 16:40,8/27/2022 17:48,RTF,REPORT TO FOLLOW,Y,7I14,Lucerne St & Hayne Blvd,70127,7,POINT (-89.97705551 30.05296194)
H2778722,67C,Relevant video was found,67,THEFT,1G,62C,SIMPLE BURGLARY VEHICLE,1G,3691983,549598,8/28/2022 16:54,,8/28/2022 16:54,8/28/2022 21:18,RTF,REPORT TO FOLLOW,Y,3U02,047XX Old Gentilly Rd,70126,3,POINT (-90.03431953 30.00488332)
H2522022,20I,No relevant video was found,20,AUTO ACCIDENT,1E,20I,AUTO ACCIDENT WITH INJURY,2D,3667853,535365,8/26/2022 5:42,8/26/2022 6:09,8/26/2022 6:15,8/26/2022 7:02,RTF,REPORT TO FOLLOW,N,2T05,Palmetto St & Dublin St,70118,2,POINT (-90.11103062 29.96647666)
H2691122,20i,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3666458,547601,8/27/2022 18:31,,8/27/2022 19:01,8/28/2022 5:34,RTF,REPORT TO FOLLOW,N,3.00E+02,Veterans Blvd & West End Blvd,70124,3,POINT (-90.11502687 30.00016281)
H2714322,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3696836,553240,8/27/2022 23:49,8/27/2022 23:51,8/27/2022 23:52,8/28/2022 4:17,RTF,REPORT TO FOLLOW,N,7C03,045XX Skyview Dr,70126,7,POINT (-90.01885696 30.01474479)
H2711422,62C,No relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3695288,550687,8/27/2022 23:09,8/28/2022 10:56,8/28/2022 16:58,8/28/2022 17:00,GOA,GONE ON ARRIVAL,N,7A01,Old Gentilly Rd & Jourdan Rd,70126,7,POINT (-90.02384031 30.00777451)
H2601722,37,Relevant video was found,66,EXTORTION (THREATS),1H,37,AGGRAVATED ASSAULT,2E,3685018,538277,8/26/2022 21:09,8/26/2022 21:10,8/26/2022 21:13,8/26/2022 22:53,RTF,REPORT TO FOLLOW,N,5G01,016XX Elysian Fields Av,70117,5,POINT (-90.05672259 29.97396822)
H2615122,94,No relevant video was found,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3679314,530953,8/27/2022 0:06,8/27/2022 0:09,8/27/2022 0:15,8/27/2022 2:31,RTF,REPORT TO FOLLOW,N,8I02,002XX Blk Loyola Av,70112,8,POINT (-90.07499155 29.95400413)
H2610122,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3671678,528945,8/26/2022 23:09,,8/26/2022 23:20,8/27/2022 4:11,RTF,REPORT TO FOLLOW,N,6M01,S Rocheblave St & Washington Av,70125,6,POINT (-90.09917042 29.94871131)
H2611322,42,Relevant video was found,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,8/26/2022 23:20,8/26/2022 23:22,8/26/2022 23:34,8/27/2022 13:09,RTF,REPORT TO FOLLOW,N,4J01,035XX Vespasian Blvd,70114,4,POINT (0 0)
H2638122,20,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3676752,530758,8/27/2022 7:01,,8/27/2022 9:08,8/27/2022 11:28,RTF,REPORT TO FOLLOW,N,1G01,S Claiborne Av & Poydras Exit,70112,1,POINT (-90.08308704 29.9535452)
H2635822,37,Relevant video was found,37,AGGRAVATED ASSAULT,1A,34,AGGRAVATED BATTERY,2D,3708708,560722,8/27/2022 6:14,8/27/2022 6:17,8/27/2022 6:19,8/27/2022 8:58,RTF,REPORT TO FOLLOW,N,7S01,I-10 E & Read Blvd Exit,70127,7,POINT (-89.98106744 30.0349374)
